index,source_token,chapter,verse,token,token_prefix,morph,lemma,strongs,has_prefix,strongs_no_prefix,translation_word,id,occs,occ,book
0,"\w ἀρχὴ|lemma=""ἀρχή"" strong=""G07460"" x-morph=""Gr,N,,,,,NFS,""",1,1, ἀρχὴ,,"Gr,N,,,,,NFS,",ἀρχή,G07460,False,G07460,,0,1,1,42-MRK
1," \w τοῦ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,GNS,""",1,1, τοῦ,,"Gr,EA,,,,GNS,",ὁ,G35880,False,G35880,,1,1,1,42-MRK
2," \w εὐαγγελίου|lemma=""εὐαγγέλιον"" strong=""G20980"" x-morph=""Gr,N,,,,,GNS,"" x-tw=""rc://*/tw/dict/bible/kt/goodnews""",1,1, εὐαγγελίου,,"Gr,N,,,,,GNS,",εὐαγγέλιον,G20980,False,G20980,rc://*/tw/dict/bible/kt/goodnews,2,1,1,42-MRK
3," \w Ἰησοῦ|lemma=""Ἰησοῦς"" strong=""G24240"" x-morph=""Gr,N,,,,,GMS,""x-tw=""rc://*/tw/dict/bible/kt/jesus""",1,1, Ἰησοῦ,,"Gr,N,,,,,GMS,",Ἰησοῦς,G24240,False,G24240,rc://*/tw/dict/bible/kt/jesus,3,1,1,42-MRK
4," \w Χριστοῦ|lemma=""χριστός"" strong=""G55470"" x-morph=""Gr,N,,,,,GMS,"" x-tw=""rc://*/tw/dict/bible/kt/christ""",1,1, Χριστοῦ,,"Gr,N,,,,,GMS,",χριστός,G55470,False,G55470,rc://*/tw/dict/bible/kt/christ,4,1,1,42-MRK
5,", \k-s |x-tw=""rc://*/tw/dict/bible/kt/sonofgod""\*\w Υἱοῦ|lemma=""υἱός"" strong=""G52070"" x-morph=""Gr,N,,,,,GMS,""",1,1, ,", \k-s |x-tw=""rc://*/tw/dict/bible/kt/sonofgod""\*","Gr,N,,,,,GMS,",υἱός,G52070,False,G52070,rc://*/tw/dict/bible/kt/sonofgod,5,1,1,42-MRK
6," \w Θεοῦ|lemma=""θεός"" strong=""G23160"" x-morph=""Gr,N,,,,,GMS,""",1,1, Θεοῦ,,"Gr,N,,,,,GMS,",θεός,G23160,False,G23160,,6,1,1,42-MRK
8,"\w καθὼς|lemma=""καθώς"" strong=""G25310"" x-morph=""Gr,D,,,,,,,,,"" x-tw=""rc://*/tw/dict/bible/other/like""",1,2, καθὼς,,"Gr,D,,,,,,,,,",καθώς,G25310,False,G25310,rc://*/tw/dict/bible/other/like,8,1,1,42-MRK
9," \w γέγραπται|lemma=""γράφω"" strong=""G11250"" x-morph=""Gr,V,IEP3,,S,"" x-tw=""rc://*/tw/dict/bible/other/written""",1,2, γέγραπται,,"Gr,V,IEP3,,S,",γράφω,G11250,False,G11250,rc://*/tw/dict/bible/other/written,9,1,1,42-MRK
10," \w ἐν|lemma=""ἐν"" strong=""G17220"" x-morph=""Gr,P,,,,,D,,,""",1,2, ἐν,,"Gr,P,,,,,D,,,",ἐν,G17220,False,G17220,,10,1,1,42-MRK
11," \w τῷ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,DMS,""",1,2, τῷ,,"Gr,EA,,,,DMS,",ὁ,G35880,False,G35880,,11,2,1,42-MRK
12," \w Ἠσαΐᾳ|lemma=""Ἠσαΐας"" strong=""G22680"" x-morph=""Gr,N,,,,,DMS,"" x-tw=""rc://*/tw/dict/bible/names/isaiah""",1,2, Ἠσαΐᾳ,,"Gr,N,,,,,DMS,",Ἠσαΐας,G22680,False,G22680,rc://*/tw/dict/bible/names/isaiah,12,1,1,42-MRK
13," \w τῷ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,DMS,""",1,2, τῷ,,"Gr,EA,,,,DMS,",ὁ,G35880,False,G35880,,13,2,2,42-MRK
