index,source_token,chapter,verse,token,token_prefix,morph,lemma,strongs,has_prefix,strongs_no_prefix,translation_word,id,occs,occ,book
0,"\w ἐν|lemma=""ἐν"" strong=""G17220"" x-morph=""Gr,P,,,,,D,,,""",1,1, ἐν,,"Gr,P,,,,,D,,,",ἐν,G17220,False,G17220,,0,1,1,44-JHN
1," \w ἀρχῇ|lemma=""ἀρχή"" strong=""G07460"" x-morph=""Gr,N,,,,,DFS,""",1,1, ἀρχῇ,,"Gr,N,,,,,DFS,",ἀρχή,G07460,False,G07460,,1,1,1,44-JHN
2," \w ἦν|lemma=""εἰμί"" strong=""G15100"" x-morph=""Gr,V,IIA3,,S,""",1,1, ἦν,,"Gr,V,IIA3,,S,",εἰμί,G15100,False,G15100,,2,3,1,44-JHN
3," \w ὁ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,NMS,""",1,1, ὁ,,"Gr,EA,,,,NMS,",ὁ,G35880,False,G35880,,3,3,1,44-JHN
4," \w λόγος|lemma=""λόγος"" strong=""G30560"" x-morph=""Gr,N,,,,,NMS,"" x-tw=""rc://*/tw/dict/bible/kt/wordofgod""",1,1, λόγος,,"Gr,N,,,,,NMS,",λόγος,G30560,False,G30560,rc://*/tw/dict/bible/kt/wordofgod,4,3,1,44-JHN
5,", \w καὶ|lemma=""καί"" strong=""G25320"" x-morph=""Gr,CC,,,,,,,,""",1,1, καὶ,", ","Gr,CC,,,,,,,,",καί,G25320,False,G25320,,5,2,1,44-JHN
6," \w ὁ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,NMS,""",1,1, ὁ,,"Gr,EA,,,,NMS,",ὁ,G35880,False,G35880,,6,3,2,44-JHN
7," \w λόγος|lemma=""λόγος"" strong=""G30560"" x-morph=""Gr,N,,,,,NMS,"" x-tw=""rc://*/tw/dict/bible/kt/wordofgod""",1,1, λόγος,,"Gr,N,,,,,NMS,",λόγος,G30560,False,G30560,rc://*/tw/dict/bible/kt/wordofgod,7,3,2,44-JHN
8," \w ἦν|lemma=""εἰμί"" strong=""G15100"" x-morph=""Gr,V,IIA3,,S,""",1,1, ἦν,,"Gr,V,IIA3,,S,",εἰμί,G15100,False,G15100,,8,3,2,44-JHN
9," \w πρὸς|lemma=""πρός"" strong=""G43140"" x-morph=""Gr,P,,,,,A,,,""",1,1, πρὸς,,"Gr,P,,,,,A,,,",πρός,G43140,False,G43140,,9,1,1,44-JHN
10," \w τὸν|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,AMS,""",1,1, τὸν,,"Gr,EA,,,,AMS,",ὁ,G35880,False,G35880,,10,1,1,44-JHN
11," \w Θεόν|lemma=""θεός"" strong=""G23160"" x-morph=""Gr,N,,,,,AMS,"" x-tw=""rc://*/tw/dict/bible/kt/god""",1,1, Θεόν,,"Gr,N,,,,,AMS,",θεός,G23160,False,G23160,rc://*/tw/dict/bible/kt/god,11,1,1,44-JHN
12,", \w καὶ|lemma=""καί"" strong=""G25320"" x-morph=""Gr,CC,,,,,,,,""",1,1, καὶ,", ","Gr,CC,,,,,,,,",καί,G25320,False,G25320,,12,2,2,44-JHN
13," \w Θεὸς|lemma=""θεός"" strong=""G23160"" x-morph=""Gr,N,,,,,NMS,"" x-tw=""rc://*/tw/dict/bible/kt/god""",1,1, Θεὸς,,"Gr,N,,,,,NMS,",θεός,G23160,False,G23160,rc://*/tw/dict/bible/kt/god,13,1,1,44-JHN
14," \w ἦν|lemma=""εἰμί"" strong=""G15100"" x-morph=""Gr,V,IIA3,,S,""",1,1, ἦν,,"Gr,V,IIA3,,S,",εἰμί,G15100,False,G15100,,14,3,3,44-JHN
15," \w ὁ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,NMS,""",1,1, ὁ,,"Gr,EA,,,,NMS,",ὁ,G35880,False,G35880,,15,3,3,44-JHN
16," \w λόγος|lemma=""λόγος"" strong=""G30560"" x-morph=""Gr,N,,,,,NMS,"" x-tw=""rc://*/tw/dict/bible/kt/wordofgod""",1,1, λόγος,,"Gr,N,,,,,NMS,",λόγος,G30560,False,G30560,rc://*/tw/dict/bible/kt/wordofgod,16,3,3,44-JHN
18,"\w οὗτος|lemma=""οὗτος"" strong=""G37780"" x-morph=""Gr,RD,,,,NMS,""",1,2, οὗτος,,"Gr,RD,,,,NMS,",οὗτος,G37780,False,G37780,,18,1,1,44-JHN
19," \w ἦν|lemma=""εἰμί"" strong=""G15100"" x-morph=""Gr,V,IIA3,,S,""",1,2, ἦν,,"Gr,V,IIA3,,S,",εἰμί,G15100,False,G15100,,19,1,1,44-JHN
20," \w ἐν|lemma=""ἐν"" strong=""G17220"" x-morph=""Gr,P,,,,,D,,,""",1,2, ἐν,,"Gr,P,,,,,D,,,",ἐν,G17220,False,G17220,,20,1,1,44-JHN
21," \w ἀρχῇ|lemma=""ἀρχή"" strong=""G07460"" x-morph=""Gr,N,,,,,DFS,""",1,2, ἀρχῇ,,"Gr,N,,,,,DFS,",ἀρχή,G07460,False,G07460,,21,1,1,44-JHN
22," \w πρὸς|lemma=""πρός"" strong=""G43140"" x-morph=""Gr,P,,,,,A,,,""",1,2, πρὸς,,"Gr,P,,,,,A,,,",πρός,G43140,False,G43140,,22,1,1,44-JHN
23," \w τὸν|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,AMS,""",1,2, τὸν,,"Gr,EA,,,,AMS,",ὁ,G35880,False,G35880,,23,1,1,44-JHN
24," \w Θεόν|lemma=""θεός"" strong=""G23160"" x-morph=""Gr,N,,,,,AMS,"" x-tw=""rc://*/tw/dict/bible/kt/god""",1,2, Θεόν,,"Gr,N,,,,,AMS,",θεός,G23160,False,G23160,rc://*/tw/dict/bible/kt/god,24,1,1,44-JHN
26,"\w πάντα|lemma=""πᾶς"" strong=""G39560"" x-morph=""Gr,RI,,,,NNP,""",1,3, πάντα,,"Gr,RI,,,,NNP,",πᾶς,G39560,False,G39560,,26,1,1,44-JHN
27," \w δι’|lemma=""διά"" strong=""G12230"" x-morph=""Gr,P,,,,,G,,,""",1,3, δι’,,"Gr,P,,,,,G,,,",διά,G12230,False,G12230,,27,1,1,44-JHN
28," \w αὐτοῦ|lemma=""αὐτός"" strong=""G08460"" x-morph=""Gr,RP,,,,GMS,""",1,3, αὐτοῦ,,"Gr,RP,,,,GMS,",αὐτός,G08460,False,G08460,,28,2,1,44-JHN
29," \w ἐγένετο|lemma=""γίνομαι"" strong=""G10960"" x-morph=""Gr,V,IAM3,,S,""",1,3, ἐγένετο,,"Gr,V,IAM3,,S,",γίνομαι,G10960,False,G10960,,29,2,1,44-JHN
30,", \w καὶ|lemma=""καί"" strong=""G25320"" x-morph=""Gr,CC,,,,,,,,""",1,3, καὶ,", ","Gr,CC,,,,,,,,",καί,G25320,False,G25320,,30,1,1,44-JHN
31," \w χωρὶς|lemma=""χωρίς"" strong=""G55650"" x-morph=""Gr,PI,,,,G,,,""",1,3, χωρὶς,,"Gr,PI,,,,G,,,",χωρίς,G55650,False,G55650,,31,1,1,44-JHN
32," \w αὐτοῦ|lemma=""αὐτός"" strong=""G08460"" x-morph=""Gr,RP,,,,GMS,""",1,3, αὐτοῦ,,"Gr,RP,,,,GMS,",αὐτός,G08460,False,G08460,,32,2,2,44-JHN
33," \w ἐγένετο|lemma=""γίνομαι"" strong=""G10960"" x-morph=""Gr,V,IAM3,,S,""",1,3, ἐγένετο,,"Gr,V,IAM3,,S,",γίνομαι,G10960,False,G10960,,33,2,2,44-JHN
34," \w οὐδὲ|lemma=""οὐδέ"" strong=""G37610"" x-morph=""Gr,D,,,,,,,,,""",1,3, οὐδὲ,,"Gr,D,,,,,,,,,",οὐδέ,G37610,False,G37610,,34,1,1,44-JHN
35," \w ἕν|lemma=""εἷς"" strong=""G15200"" x-morph=""Gr,NS,,,,NNS,""",1,3, ἕν,,"Gr,NS,,,,NNS,",εἷς,G15200,False,G15200,,35,1,1,44-JHN
36," \w ὃ|lemma=""ὅς"" strong=""G37390"" x-morph=""Gr,RD,,,,NNS,""",1,3, ὃ,,"Gr,RD,,,,NNS,",ὅς,G37390,False,G37390,,36,1,1,44-JHN
37," \w γέγονεν|lemma=""γίνομαι"" strong=""G10960"" x-morph=""Gr,V,IEA3,,S,""",1,3, γέγονεν,,"Gr,V,IEA3,,S,",γίνομαι,G10960,False,G10960,,37,1,1,44-JHN
39,"\w ἐν|lemma=""ἐν"" strong=""G17220"" x-morph=""Gr,P,,,,,D,,,""",1,4, ἐν,,"Gr,P,,,,,D,,,",ἐν,G17220,False,G17220,,39,1,1,44-JHN
