index,source_token,chapter,verse,token,token_prefix,morph,lemma,strongs,has_prefix,strongs_no_prefix,translation_word,id,occs,occ,book
0,"\w אִ֛ישׁ|lemma=""אִישׁ"" strong=""H0376"" x-morph=""He,Ncmsa""",1,1, אִ֛ישׁ,,"He,Ncmsa",אִישׁ,H0376,False,H0376,,0,1,1,18-JOB
1," \w הָיָ֥ה|lemma=""הָיָה"" strong=""H1961"" x-morph=""He,Vqp3ms""",1,1, הָיָ֥ה,,"He,Vqp3ms",הָיָה,H1961,False,H1961,,1,1,1,18-JOB
2," \w בְ⁠אֶֽרֶץ|lemma=""אֶרֶץ"" strong=""b:H0776"" x-morph=""He,R:Ncbsc""",1,1, בְ⁠אֶֽרֶץ,,"He,R:Ncbsc",אֶרֶץ,b:H0776,True,H0776,,2,1,1,18-JOB
3,"־\w ע֖וּץ|lemma=""עוּץ"" strong=""H5780"" x-morph=""He,Np""",1,1, ע֖וּץ,־,"He,Np",עוּץ,H5780,False,H5780,,3,1,1,18-JOB
4," \w אִיּ֣וֹב|lemma=""אִיּוֹב"" strong=""H0347"" x-morph=""He,Np""",1,1, אִיּ֣וֹב,,"He,Np",אִיּוֹב,H0347,False,H0347,,4,1,1,18-JOB
5," \w שְׁמ֑⁠וֹ|lemma=""שֵׁם"" strong=""H8034"" x-morph=""He,Ncmsc:Sp3ms"" x-tw=""rc://*/tw/dict/bible/kt/name""",1,1, שְׁמ֑⁠וֹ,,"He,Ncmsc:Sp3ms",שֵׁם,H8034,False,H8034,rc://*/tw/dict/bible/kt/name,5,1,1,18-JOB
6," \w וְ⁠הָיָ֣ה|lemma=""הָיָה"" strong=""c:H1961"" x-morph=""He,C:Vqp3ms""",1,1, וְ⁠הָיָ֣ה,,"He,C:Vqp3ms",הָיָה,c:H1961,True,H1961,,6,1,1,18-JOB
7," ׀ \w הָ⁠אִ֣ישׁ|lemma=""אִישׁ"" strong=""d:H0376"" x-morph=""He,Td:Ncmsa""",1,1, הָ⁠אִ֣ישׁ,׀ ,"He,Td:Ncmsa",אִישׁ,d:H0376,True,H0376,,7,1,1,18-JOB
8," \w הַ⁠ה֗וּא|lemma=""הוּא"" strong=""d:H1931"" x-morph=""He,Td:Pp3ms""",1,1, הַ⁠ה֗וּא,,"He,Td:Pp3ms",הוּא,d:H1931,True,H1931,,8,1,1,18-JOB
9," \w תָּ֧ם|lemma=""תָּם"" strong=""H8535"" x-morph=""He,Aamsa""",1,1, תָּ֧ם,,"He,Aamsa",תָּם,H8535,False,H8535,,9,1,1,18-JOB
10," \w וְ⁠יָשָׁ֛ר|lemma=""יָשָׁר"" strong=""c:H3477"" x-morph=""He,C:Aamsa""",1,1, וְ⁠יָשָׁ֛ר,,"He,C:Aamsa",יָשָׁר,c:H3477,True,H3477,,10,1,1,18-JOB
11," \w וִ⁠ירֵ֥א|lemma=""יָרֵא"" strong=""c:H3373"" x-morph=""He,C:Aamsc""",1,1, וִ⁠ירֵ֥א,,"He,C:Aamsc",יָרֵא,c:H3373,True,H3373,,11,1,1,18-JOB
12," \w אֱלֹהִ֖ים|lemma=""אֱלֹהִים"" strong=""H0430"" x-morph=""He,Ncmpa"" x-tw=""rc://*/tw/dict/bible/kt/god""",1,1, אֱלֹהִ֖ים,,"He,Ncmpa",אֱלֹהִים,H0430,False,H0430,rc://*/tw/dict/bible/kt/god,12,1,1,18-JOB
13," \w וְ⁠סָ֥ר|lemma=""סוּר"" strong=""c:H5493"" x-morph=""He,C:Vqrmsa""",1,1, וְ⁠סָ֥ר,,"He,C:Vqrmsa",סוּר,c:H5493,True,H5493,,13,1,1,18-JOB
14," \w מֵ⁠רָֽע|lemma=""רַע"" strong=""m:H7451b"" x-morph=""He,R:Aamsa""",1,1, מֵ⁠רָֽע,,"He,R:Aamsa",רַע,m:H7451b,True,H7451,,14,1,1,18-JOB
16,"\w וַ⁠יִּוָּ֥לְדוּ|lemma=""יָלַד"" strong=""c:H3205"" x-morph=""He,C:VNw3mp""",1,2, וַ⁠יִּוָּ֥לְדוּ,,"He,C:VNw3mp",יָלַד,c:H3205,True,H3205,,16,1,1,18-JOB
17," \w ל֛⁠וֹ|lemma="""" strong=""l"" x-morph=""He,R:Sp3ms""",1,2, ל֛⁠וֹ,,"He,R:Sp3ms",,l,False,,,17,1,1,18-JOB
18," \w שִׁבְעָ֥ה|lemma=""שֶׁבַע"" strong=""H7651"" x-morph=""He,Acmsa""",1,2, שִׁבְעָ֥ה,,"He,Acmsa",שֶׁבַע,H7651,False,H7651,,18,1,1,18-JOB
19," \w בָנִ֖ים|lemma=""בֵּן"" strong=""H1121a"" x-morph=""He,Ncmpa"" x-tw=""rc://*/tw/dict/bible/kt/son""",1,2, בָנִ֖ים,,"He,Ncmpa",בֵּן,H1121a,False,H1121a,rc://*/tw/dict/bible/kt/son,19,1,1,18-JOB
20," \w וְ⁠שָׁל֥וֹשׁ|lemma=""שָׁלוֹשׁ"" strong=""c:H7969"" x-morph=""He,C:Acfsa""",1,2, וְ⁠שָׁל֥וֹשׁ,,"He,C:Acfsa",שָׁלוֹשׁ,c:H7969,True,H7969,,20,1,1,18-JOB
21," \w בָּנֽוֹת|lemma=""בַּת"" strong=""H1323"" x-morph=""He,Ncfpa""",1,2, בָּנֽוֹת,,"He,Ncfpa",בַּת,H1323,False,H1323,,21,1,1,18-JOB
23,"\w וַ⁠יְהִ֣י|lemma=""הָיָה"" strong=""c:H1961"" x-morph=""He,C:Vqw3ms""",1,3, וַ⁠יְהִ֣י,,"He,C:Vqw3ms",הָיָה,c:H1961,True,H1961,,23,1,1,18-JOB
24," \w מִ֠קְנֵ⁠הוּ|lemma=""מִקְנֶה"" strong=""H4735"" x-morph=""He,Ncmsc:Sp3ms""",1,3, מִ֠קְנֵ⁠הוּ,,"He,Ncmsc:Sp3ms",מִקְנֶה,H4735,False,H4735,,24,1,1,18-JOB
25," \w שִֽׁבְעַ֨ת|lemma=""שֶׁבַע"" strong=""H7651"" x-morph=""He,Acmsc""",1,3, שִֽׁבְעַ֨ת,,"He,Acmsc",שֶׁבַע,H7651,False,H7651,,25,1,1,18-JOB
26," \w אַלְפֵי|lemma=""אֶלֶף"" strong=""H0505"" x-morph=""He,Acbpc""",1,3, אַלְפֵי,,"He,Acbpc",אֶלֶף,H0505,False,H0505,,26,1,1,18-JOB
27,"־\w צֹ֜אן|lemma=""צֹאן"" strong=""H6629"" x-morph=""He,Ncbsa"" x-tw=""rc://*/tw/dict/bible/other/flock""",1,3, צֹ֜אן,־,"He,Ncbsa",צֹאן,H6629,False,H6629,rc://*/tw/dict/bible/other/flock,27,1,1,18-JOB
28," \w וּ⁠שְׁלֹ֧שֶׁת|lemma=""שָׁלוֹשׁ"" strong=""c:H7969"" x-morph=""He,C:Acmsc""",1,3, וּ⁠שְׁלֹ֧שֶׁת,,"He,C:Acmsc",שָׁלוֹשׁ,c:H7969,True,H7969,,28,1,1,18-JOB
29," \w אַלְפֵ֣י|lemma=""אֶלֶף"" strong=""H0505"" x-morph=""He,Acbpc""",1,3, אַלְפֵ֣י,,"He,Acbpc",אֶלֶף,H0505,False,H0505,,29,1,1,18-JOB
30," \w גְמַלִּ֗ים|lemma=""גָּמָל"" strong=""H1581"" x-morph=""He,Ncmpa"" x-tw=""rc://*/tw/dict/bible/other/camel""",1,3, גְמַלִּ֗ים,,"He,Ncmpa",גָּמָל,H1581,False,H1581,rc://*/tw/dict/bible/other/camel,30,1,1,18-JOB
31," \w וַ⁠חֲמֵ֨שׁ|lemma=""חָמֵשׁ"" strong=""c:H2568"" x-morph=""He,C:Acfsa""",1,3, וַ⁠חֲמֵ֨שׁ,,"He,C:Acfsa",חָמֵשׁ,c:H2568,True,H2568,,31,1,1,18-JOB
32," \w מֵא֤וֹת|lemma=""מֵאָה"" strong=""H3967"" x-morph=""He,Acbpa""",1,3, מֵא֤וֹת,,"He,Acbpa",מֵאָה,H3967,False,H3967,,32,1,1,18-JOB
33," \w צֶֽמֶד|lemma=""צֶמֶד"" strong=""H6776"" x-morph=""He,Ncmsc""",1,3, צֶֽמֶד,,"He,Ncmsc",צֶמֶד,H6776,False,H6776,,33,1,1,18-JOB
34,"־\w בָּקָר֙|lemma=""בָּקָר"" strong=""H1241"" x-morph=""He,Ncbsa"" x-tw=""rc://*/tw/dict/bible/other/cow""",1,3, בָּקָר֙,־,"He,Ncbsa",בָּקָר,H1241,False,H1241,rc://*/tw/dict/bible/other/cow,34,1,1,18-JOB
35," \w וַ⁠חֲמֵ֣שׁ|lemma=""חָמֵשׁ"" strong=""c:H2568"" x-morph=""He,C:Acfsa""",1,3, וַ⁠חֲמֵ֣שׁ,,"He,C:Acfsa",חָמֵשׁ,c:H2568,True,H2568,,35,1,1,18-JOB
36," \w מֵא֣וֹת|lemma=""מֵאָה"" strong=""H3967"" x-morph=""He,Acbpa""",1,3, מֵא֣וֹת,,"He,Acbpa",מֵאָה,H3967,False,H3967,,36,1,1,18-JOB
37," \w אֲתוֹנ֔וֹת|lemma=""אָתוֹן"" strong=""H0860"" x-morph=""He,Ncfpa""",1,3, אֲתוֹנ֔וֹת,,"He,Ncfpa",אָתוֹן,H0860,False,H0860,,37,1,1,18-JOB
38," \w וַ⁠עֲבֻדָּ֖ה|lemma=""עֲבֻדָּה"" strong=""c:H5657"" x-morph=""He,C:Ncfsa""",1,3, וַ⁠עֲבֻדָּ֖ה,,"He,C:Ncfsa",עֲבֻדָּה,c:H5657,True,H5657,,38,1,1,18-JOB
39," \w רַבָּ֣ה|lemma=""רַב"" strong=""H7227a"" x-morph=""He,Aafsa""",1,3, רַבָּ֣ה,,"He,Aafsa",רַב,H7227a,False,H7227a,,39,1,1,18-JOB
40," \w מְאֹ֑ד|lemma=""מְאֹד"" strong=""H3966"" x-morph=""He,D""",1,3, מְאֹ֑ד,,"He,D",מְאֹד,H3966,False,H3966,,40,1,1,18-JOB
41," \w וַ⁠יְהִי֙|lemma=""הָיָה"" strong=""c:H1961"" x-morph=""He,C:Vqw3ms""",1,3, וַ⁠יְהִי֙,,"He,C:Vqw3ms",הָיָה,c:H1961,True,H1961,,41,1,1,18-JOB
42," \w הָ⁠אִ֣ישׁ|lemma=""אִישׁ"" strong=""d:H0376"" x-morph=""He,Td:Ncmsa""",1,3, הָ⁠אִ֣ישׁ,,"He,Td:Ncmsa",אִישׁ,d:H0376,True,H0376,,42,1,1,18-JOB
43," \w הַ⁠ה֔וּא|lemma=""הוּא"" strong=""d:H1931"" x-morph=""He,Td:Pp3ms""",1,3, הַ⁠ה֔וּא,,"He,Td:Pp3ms",הוּא,d:H1931,True,H1931,,43,1,1,18-JOB
