index,source_token,chapter,verse,token,token_prefix,morph,lemma,strongs,has_prefix,strongs_no_prefix,translation_word,id,occs,occ,book
0,"\w Παῦλος|lemma=""Παῦλος"" strong=""G39720"" x-morph=""Gr,N,,,,,NMS,"" x-tw=""rc://*/tw/dict/bible/names/paul""",1,1, Παῦλος,,"Gr,N,,,,,NMS,",Παῦλος,G39720,False,G39720,rc://*/tw/dict/bible/names/paul,0,1,1,54-2TH
1,", \w καὶ|lemma=""καί"" strong=""G25320"" x-morph=""Gr,CC,,,,,,,,""",1,1, καὶ,", ","Gr,CC,,,,,,,,",καί,G25320,False,G25320,,1,3,1,54-2TH
2," \w Σιλουανὸς|lemma=""Σιλουανός"" strong=""G46100"" x-morph=""Gr,N,,,,,NMS,"" x-tw=""rc://*/tw/dict/bible/names/silas""",1,1, Σιλουανὸς,,"Gr,N,,,,,NMS,",Σιλουανός,G46100,False,G46100,rc://*/tw/dict/bible/names/silas,2,1,1,54-2TH
3,", \w καὶ|lemma=""καί"" strong=""G25320"" x-morph=""Gr,CC,,,,,,,,""",1,1, καὶ,", ","Gr,CC,,,,,,,,",καί,G25320,False,G25320,,3,3,2,54-2TH
4," \w Τιμόθεος|lemma=""Τιμόθεος"" strong=""G50950"" x-morph=""Gr,N,,,,,NMS,"" x-tw=""rc://*/tw/dict/bible/names/timothy""",1,1, Τιμόθεος,,"Gr,N,,,,,NMS,",Τιμόθεος,G50950,False,G50950,rc://*/tw/dict/bible/names/timothy,4,1,1,54-2TH
5,"; \w τῇ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,DFS,""",1,1, τῇ,; ,"Gr,EA,,,,DFS,",ὁ,G35880,False,G35880,,5,1,1,54-2TH
6," \w ἐκκλησίᾳ|lemma=""ἐκκλησία"" strong=""G15770"" x-morph=""Gr,N,,,,,DFS,"" x-tw=""rc://*/tw/dict/bible/kt/church""",1,1, ἐκκλησίᾳ,,"Gr,N,,,,,DFS,",ἐκκλησία,G15770,False,G15770,rc://*/tw/dict/bible/kt/church,6,1,1,54-2TH
7," \w Θεσσαλονικέων|lemma=""Θεσσαλονικεύς"" strong=""G23310"" x-morph=""Gr,N,,,,,GMP,"" x-tw=""rc://*/tw/dict/bible/names/thessalonica""",1,1, Θεσσαλονικέων,,"Gr,N,,,,,GMP,",Θεσσαλονικεύς,G23310,False,G23310,rc://*/tw/dict/bible/names/thessalonica,7,1,1,54-2TH
8,", \w ἐν|lemma=""ἐν"" strong=""G17220"" x-morph=""Gr,P,,,,,D,,,""",1,1, ἐν,", ","Gr,P,,,,,D,,,",ἐν,G17220,False,G17220,,8,1,1,54-2TH
9," \k-s |x-tw=""rc://*/tw/dict/bible/kt/godthefather""\*\w Θεῷ|lemma=""θεός"" strong=""G23160"" x-morph=""Gr,N,,,,,DMS,""",1,1, ,"\k-s |x-tw=""rc://*/tw/dict/bible/kt/godthefather""\*","Gr,N,,,,,DMS,",θεός,G23160,False,G23160,rc://*/tw/dict/bible/kt/godthefather,9,1,1,54-2TH
