index,source_token,chapter,verse,token,token_prefix,morph,lemma,strongs,has_prefix,strongs_no_prefix,translation_word,id,occs,occ,book
0,"\w דְּבַר|lemma=""דָּבָר"" strong=""H1697"" x-morph=""He,Ncmsc""",1,1, דְּבַר,,"He,Ncmsc",דָּבָר,H1697,False,H1697,,0,1,1,28-HOS
1,"־\w יְהוָ֣ה|lemma=""יְהֹוָה"" strong=""H3068"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/kt/yahweh""",1,1, יְהוָ֣ה,־,"He,Np",יְהֹוָה,H3068,False,H3068,rc://*/tw/dict/bible/kt/yahweh,1,1,1,28-HOS
2," ׀ \w אֲשֶׁ֣ר|lemma=""אֲשֶׁר"" strong=""H0834a"" x-morph=""He,Tr""",1,1, אֲשֶׁ֣ר,׀ ,"He,Tr",אֲשֶׁר,H0834a,False,H0834a,,2,1,1,28-HOS
3," \w הָיָ֗ה|lemma=""הָיָה"" strong=""H1961"" x-morph=""He,Vqp3ms""",1,1, הָיָ֗ה,,"He,Vqp3ms",הָיָה,H1961,False,H1961,,3,1,1,28-HOS
4," \w אֶל|lemma=""אֵל"" strong=""H0413"" x-morph=""He,R""",1,1, אֶל,,"He,R",אֵל,H0413,False,H0413,,4,1,1,28-HOS
5,"־\w הוֹשֵׁ֨עַ֙|lemma=""הוֹשֵׁעַ"" strong=""H1954"" x-morph=""He,Np""",1,1, הוֹשֵׁ֨עַ֙,־,"He,Np",הוֹשֵׁעַ,H1954,False,H1954,,5,1,1,28-HOS
6," \w בֶּן|lemma=""בֵּן"" strong=""H1121a"" x-morph=""He,Ncmsc"" x-tw=""rc://*/tw/dict/bible/kt/son""",1,1, בֶּן,,"He,Ncmsc",בֵּן,H1121a,False,H1121a,rc://*/tw/dict/bible/kt/son,6,2,1,28-HOS
7,"־\w בְּאֵרִ֔י|lemma=""בְּאֵרִי"" strong=""H0882"" x-morph=""He,Np""",1,1, בְּאֵרִ֔י,־,"He,Np",בְּאֵרִי,H0882,False,H0882,,7,1,1,28-HOS
8," \w בִּ⁠ימֵ֨י|lemma=""יוֹם"" strong=""b:H3117"" x-morph=""He,R:Ncmpc""",1,1, בִּ⁠ימֵ֨י,,"He,R:Ncmpc",יוֹם,b:H3117,True,H3117,,8,1,1,28-HOS
9," \w עֻזִּיָּ֥ה|lemma=""עֻזִּיָּה"" strong=""H5818"" x-morph=""He,Np""",1,1, עֻזִּיָּ֥ה,,"He,Np",עֻזִּיָּה,H5818,False,H5818,,9,1,1,28-HOS
