index,source_token,chapter,verse,token,token_prefix,morph,lemma,strongs,has_prefix,strongs_no_prefix,translation_word,id,occs,occ,book
0,"\w דִּבְרֵי֙|lemma=""דָּבָר"" strong=""H1697"" x-morph=""He,Ncmpc""",1,1, דִּבְרֵי֙,,"He,Ncmpc",דָּבָר,H1697,False,H1697,,0,1,1,21-ECC
1," \w קֹהֶ֣לֶת|lemma=""קֹהֶלֶת"" strong=""H6953"" x-morph=""He,Ncmsa""",1,1, קֹהֶ֣לֶת,,"He,Ncmsa",קֹהֶלֶת,H6953,False,H6953,,1,1,1,21-ECC
2," \w בֶּן|lemma=""בֵּן"" strong=""H1121a"" x-morph=""He,Ncmsc"" x-tw=""rc://*/tw/dict/bible/kt/son""",1,1, בֶּן,,"He,Ncmsc",בֵּן,H1121a,False,H1121a,rc://*/tw/dict/bible/kt/son,2,1,1,21-ECC
3,"־\w דָּוִ֔ד|lemma=""דָּוִד"" strong=""H1732"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/names/david""",1,1, דָּוִ֔ד,־,"He,Np",דָּוִד,H1732,False,H1732,rc://*/tw/dict/bible/names/david,3,1,1,21-ECC
4," \w מֶ֖לֶךְ|lemma=""מֶלֶךְ"" strong=""H4428"" x-morph=""He,Ncmsa"" x-tw=""rc://*/tw/dict/bible/other/king""",1,1, מֶ֖לֶךְ,,"He,Ncmsa",מֶלֶךְ,H4428,False,H4428,rc://*/tw/dict/bible/other/king,4,1,1,21-ECC
5," \w בִּ⁠ירוּשָׁלִָֽם|lemma=""יְרוּשָׁלִַ͏ם"" strong=""b:H3389"" x-morph=""He,R:Np"" x-tw=""rc://*/tw/dict/bible/names/jerusalem""",1,1, בִּ⁠ירוּשָׁלִָֽם,,"He,R:Np",יְרוּשָׁלִַ͏ם,b:H3389,True,H3389,rc://*/tw/dict/bible/names/jerusalem,5,1,1,21-ECC
7,"\w הֲבֵ֤ל|lemma=""הֶבֶל"" strong=""H1892"" x-morph=""He,Ncmsc""",1,2, הֲבֵ֤ל,,"He,Ncmsc",הֶבֶל,H1892,False,H1892,,7,1,1,21-ECC
8," \w הֲבָלִים֙|lemma=""הֶבֶל"" strong=""H1892"" x-morph=""He,Ncmpa""",1,2, הֲבָלִים֙,,"He,Ncmpa",הֶבֶל,H1892,False,H1892,,8,1,1,21-ECC
9," \w אָמַ֣ר|lemma=""אָמַר"" strong=""H0559"" x-morph=""He,Vqp3ms""",1,2, אָמַ֣ר,,"He,Vqp3ms",אָמַר,H0559,False,H0559,,9,1,1,21-ECC
10," \w קֹהֶ֔לֶת|lemma=""קֹהֶלֶת"" strong=""H6953"" x-morph=""He,Ncmsa""",1,2, קֹהֶ֔לֶת,,"He,Ncmsa",קֹהֶלֶת,H6953,False,H6953,,10,1,1,21-ECC
