index,source_token,chapter,verse,token,token_prefix,morph,lemma,strongs,has_prefix,strongs_no_prefix,translation_word,id,occs,occ,book
80," \w τῆς|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,GFS,""",1,6, τῆς,,"Gr,EA,,,,GFS,",ὁ,G35880,False,G35880,,80,1,1,58-PHM
81," \w πίστεώς|lemma=""πίστις"" strong=""G41020"" x-morph=""Gr,N,,,,,GFS,"" x-tw=""rc://*/tw/dict/bible/kt/faith""",1,6, πίστεώς,,"Gr,N,,,,,GFS,",πίστις,G41020,False,G41020,rc://*/tw/dict/bible/kt/faith,81,1,1,58-PHM
82," \w σου|lemma=""σύ"" strong=""G47710"" x-morph=""Gr,RP,,,2G,S,""",1,6, σου,,"Gr,RP,,,2G,S,",σύ,G47710,False,G47710,,82,1,1,58-PHM
83,", \w ἐνεργὴς|lemma=""ἐνεργής"" strong=""G17560"" x-morph=""Gr,NP,,,,NFS,""",1,6, ἐνεργὴς,", ","Gr,NP,,,,NFS,",ἐνεργής,G17560,False,G17560,,83,1,1,58-PHM
84," \w γένηται|lemma=""γίνομαι"" strong=""G10960"" x-morph=""Gr,V,SAM3,,S,""",1,6, γένηται,,"Gr,V,SAM3,,S,",γίνομαι,G10960,False,G10960,,84,1,1,58-PHM
85," \w ἐν|lemma=""ἐν"" strong=""G17220"" x-morph=""Gr,P,,,,,D,,,""",1,6, ἐν,,"Gr,P,,,,,D,,,",ἐν,G17220,False,G17220,,85,2,1,58-PHM
86," \w ἐπιγνώσει|lemma=""ἐπίγνωσις"" strong=""G19220"" x-morph=""Gr,N,,,,,DFS,"" x-tw=""rc://*/tw/dict/bible/other/know""",1,6, ἐπιγνώσει,,"Gr,N,,,,,DFS,",ἐπίγνωσις,G19220,False,G19220,rc://*/tw/dict/bible/other/know,86,1,1,58-PHM
87," \w παντὸς|lemma=""πᾶς"" strong=""G39560"" x-morph=""Gr,EQ,,,,GNS,""",1,6, παντὸς,,"Gr,EQ,,,,GNS,",πᾶς,G39560,False,G39560,,87,1,1,58-PHM
88," \w ἀγαθοῦ|lemma=""ἀγαθός"" strong=""G00180"" x-morph=""Gr,NS,,,,GNS,"" x-tw=""rc://*/tw/dict/bible/kt/good""",1,6, ἀγαθοῦ,,"Gr,NS,,,,GNS,",ἀγαθός,G00180,False,G00180,rc://*/tw/dict/bible/kt/good,88,1,1,58-PHM
89," \w τοῦ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,RD,,,,GNS,""",1,6, τοῦ,,"Gr,RD,,,,GNS,",ὁ,G35880,False,G35880,,89,1,1,58-PHM
90," \w ἐν|lemma=""ἐν"" strong=""G17220"" x-morph=""Gr,P,,,,,D,,,""",1,6, ἐν,,"Gr,P,,,,,D,,,",ἐν,G17220,False,G17220,,90,2,2,58-PHM
91," \w ἡμῖν|lemma=""ἐγώ"" strong=""G14730"" x-morph=""Gr,RP,,,1D,P,""",1,6, ἡμῖν,,"Gr,RP,,,1D,P,",ἐγώ,G14730,False,G14730,,91,1,1,58-PHM
92," \w εἰς|lemma=""εἰς"" strong=""G15190"" x-morph=""Gr,P,,,,,A,,,""",1,6, εἰς,,"Gr,P,,,,,A,,,",εἰς,G15190,False,G15190,,92,1,1,58-PHM
93," \w Χριστόν|lemma=""χριστός"" strong=""G55470"" x-morph=""Gr,N,,,,,AMS,"" x-tw=""rc://*/tw/dict/bible/kt/christ""",1,6, Χριστόν,,"Gr,N,,,,,AMS,",χριστός,G55470,False,G55470,rc://*/tw/dict/bible/kt/christ,93,1,1,58-PHM
95,"\w χαρὰν|lemma=""χαρά"" strong=""G54790"" x-morph=""Gr,N,,,,,AFS,"" x-tw=""rc://*/tw/dict/bible/other/joy""",1,7, χαρὰν,,"Gr,N,,,,,AFS,",χαρά,G54790,False,G54790,rc://*/tw/dict/bible/other/joy,95,1,1,58-PHM
96," \w γὰρ|lemma=""γάρ"" strong=""G10630"" x-morph=""Gr,CC,,,,,,,,""",1,7, γὰρ,,"Gr,CC,,,,,,,,",γάρ,G10630,False,G10630,,96,1,1,58-PHM
97," \w πολλὴν|lemma=""πολλός"" strong=""G41830"" x-morph=""Gr,EQ,,,,AFS,""",1,7, πολλὴν,,"Gr,EQ,,,,AFS,",πολλός,G41830,False,G41830,,97,1,1,58-PHM
98," \w ἔσχον|lemma=""ἔχω"" strong=""G21920"" x-morph=""Gr,V,IAA1,,S,""",1,7, ἔσχον,,"Gr,V,IAA1,,S,",ἔχω,G21920,False,G21920,,98,1,1,58-PHM
99," \w καὶ|lemma=""καί"" strong=""G25320"" x-morph=""Gr,CC,,,,,,,,""",1,7, καὶ,,"Gr,CC,,,,,,,,",καί,G25320,False,G25320,,99,1,1,58-PHM
