index,source_token,chapter,verse,token,token_prefix,morph,lemma,strongs,has_prefix,strongs_no_prefix,translation_word,id,occs,occ,book
92,", \w εἰς|lemma=""εἰς"" strong=""G15190"" x-morph=""Gr,P,,,,,A,,,""",1,6, εἰς,", ","Gr,P,,,,,A,,,",εἰς,G15190,False,G15190,,92,1,1,49-GAL
93," \w ἕτερον|lemma=""ἕτερος"" strong=""G20870"" x-morph=""Gr,EF,,,,ANS,""",1,6, ἕτερον,,"Gr,EF,,,,ANS,",ἕτερος,G20870,False,G20870,,93,1,1,49-GAL
94," \w εὐαγγέλιον|lemma=""εὐαγγέλιον"" strong=""G20980"" x-morph=""Gr,N,,,,,ANS,"" x-tw=""rc://*/tw/dict/bible/kt/goodnews""",1,6, εὐαγγέλιον,,"Gr,N,,,,,ANS,",εὐαγγέλιον,G20980,False,G20980,rc://*/tw/dict/bible/kt/goodnews,94,1,1,49-GAL
96,"\w ὃ|lemma=""ὅς"" strong=""G37390"" x-morph=""Gr,RR,,,,NNS,""",1,7, ὃ,,"Gr,RR,,,,NNS,",ὅς,G37390,False,G37390,,96,1,1,49-GAL
97," \w οὐκ|lemma=""οὐ"" strong=""G37560"" x-morph=""Gr,D,,,,,,,,,""",1,7, οὐκ,,"Gr,D,,,,,,,,,",οὐ,G37560,False,G37560,,97,1,1,49-GAL
98," \w ἔστιν|lemma=""εἰμί"" strong=""G15100"" x-morph=""Gr,V,IPA3,,S,""",1,7, ἔστιν,,"Gr,V,IPA3,,S,",εἰμί,G15100,False,G15100,,98,1,1,49-GAL
99," \w ἄλλο|lemma=""ἄλλος"" strong=""G02430"" x-morph=""Gr,RI,,,,NNS,""",1,7, ἄλλο,,"Gr,RI,,,,NNS,",ἄλλος,G02430,False,G02430,,99,1,1,49-GAL
100,", \w εἰ|lemma=""εἰ"" strong=""G14870"" x-morph=""Gr,PI,,,,,,,,""",1,7, εἰ,", ","Gr,PI,,,,,,,,",εἰ,G14870,False,G14870,,100,1,1,49-GAL
101," \w μή|lemma=""μή"" strong=""G33610"" x-morph=""Gr,D,,,,,,,,,""",1,7, μή,,"Gr,D,,,,,,,,,",μή,G33610,False,G33610,,101,1,1,49-GAL
102," \w τινές|lemma=""τις"" strong=""G51000"" x-morph=""Gr,RI,,,,NMP,""",1,7, τινές,,"Gr,RI,,,,NMP,",τις,G51000,False,G51000,,102,1,1,49-GAL
103," \w εἰσιν|lemma=""εἰμί"" strong=""G15100"" x-morph=""Gr,V,IPA3,,P,""",1,7, εἰσιν,,"Gr,V,IPA3,,P,",εἰμί,G15100,False,G15100,,103,1,1,49-GAL
104," \w οἱ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,RR,,,,NMP,""",1,7, οἱ,,"Gr,RR,,,,NMP,",ὁ,G35880,False,G35880,,104,1,1,49-GAL
105," \w ταράσσοντες|lemma=""ταράσσω"" strong=""G50150"" x-morph=""Gr,V,PPA,NMP,"" x-tw=""rc://*/tw/dict/bible/other/trouble""",1,7, ταράσσοντες,,"Gr,V,PPA,NMP,",ταράσσω,G50150,False,G50150,rc://*/tw/dict/bible/other/trouble,105,1,1,49-GAL
106," \w ὑμᾶς|lemma=""σύ"" strong=""G47710"" x-morph=""Gr,RP,,,2A,P,""",1,7, ὑμᾶς,,"Gr,RP,,,2A,P,",σύ,G47710,False,G47710,,106,1,1,49-GAL
107,", \w καὶ|lemma=""καί"" strong=""G25320"" x-morph=""Gr,CC,,,,,,,,""",1,7, καὶ,", ","Gr,CC,,,,,,,,",καί,G25320,False,G25320,,107,1,1,49-GAL
108," \w θέλοντες|lemma=""θέλω"" strong=""G23090"" x-morph=""Gr,V,PPA,NMP,""",1,7, θέλοντες,,"Gr,V,PPA,NMP,",θέλω,G23090,False,G23090,,108,1,1,49-GAL
109," \w μεταστρέψαι|lemma=""μεταστρέφω"" strong=""G33440"" x-morph=""Gr,V,NAA,,,,,"" x-tw=""rc://*/tw/dict/bible/other/perverse""",1,7, μεταστρέψαι,,"Gr,V,NAA,,,,,",μεταστρέφω,G33440,False,G33440,rc://*/tw/dict/bible/other/perverse,109,1,1,49-GAL
110," \w τὸ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,ANS,""",1,7, τὸ,,"Gr,EA,,,,ANS,",ὁ,G35880,False,G35880,,110,1,1,49-GAL
111," \w εὐαγγέλιον|lemma=""εὐαγγέλιον"" strong=""G20980"" x-morph=""Gr,N,,,,,ANS,"" x-tw=""rc://*/tw/dict/bible/kt/goodnews""",1,7, εὐαγγέλιον,,"Gr,N,,,,,ANS,",εὐαγγέλιον,G20980,False,G20980,rc://*/tw/dict/bible/kt/goodnews,111,1,1,49-GAL
112," \w τοῦ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,GMS,""",1,7, τοῦ,,"Gr,EA,,,,GMS,",ὁ,G35880,False,G35880,,112,1,1,49-GAL
113," \w Χριστοῦ|lemma=""χριστός"" strong=""G55470"" x-morph=""Gr,N,,,,,GMS,"" x-tw=""rc://*/tw/dict/bible/kt/christ""",1,7, Χριστοῦ,,"Gr,N,,,,,GMS,",χριστός,G55470,False,G55470,rc://*/tw/dict/bible/kt/christ,113,1,1,49-GAL
115,"\w ἀλλὰ|lemma=""ἀλλά"" strong=""G02350"" x-morph=""Gr,CC,,,,,,,,""",1,8, ἀλλὰ,,"Gr,CC,,,,,,,,",ἀλλά,G02350,False,G02350,,115,1,1,49-GAL
116," \w καὶ|lemma=""καί"" strong=""G25320"" x-morph=""Gr,D,,,,,,,,,""",1,8, καὶ,,"Gr,D,,,,,,,,,",καί,G25320,False,G25320,,116,1,1,49-GAL
117," \w ἐὰν|lemma=""ἐάν"" strong=""G14370"" x-morph=""Gr,CS,,,,,,,,""",1,8, ἐὰν,,"Gr,CS,,,,,,,,",ἐάν,G14370,False,G14370,,117,1,1,49-GAL
118," \w ἡμεῖς|lemma=""ἐγώ"" strong=""G14730"" x-morph=""Gr,RP,,,1N,P,""",1,8, ἡμεῖς,,"Gr,RP,,,1N,P,",ἐγώ,G14730,False,G14730,,118,1,1,49-GAL
119," \w ἢ|lemma=""ἤ"" strong=""G22280"" x-morph=""Gr,CC,,,,,,,,""",1,8, ἢ,,"Gr,CC,,,,,,,,",ἤ,G22280,False,G22280,,119,1,1,49-GAL
120," \w ἄγγελος|lemma=""ἄγγελος"" strong=""G00320"" x-morph=""Gr,N,,,,,NMS,"" x-tw=""rc://*/tw/dict/bible/kt/angel""",1,8, ἄγγελος,,"Gr,N,,,,,NMS,",ἄγγελος,G00320,False,G00320,rc://*/tw/dict/bible/kt/angel,120,1,1,49-GAL
121," \w ἐξ|lemma=""ἐκ"" strong=""G15370"" x-morph=""Gr,P,,,,,G,,,""",1,8, ἐξ,,"Gr,P,,,,,G,,,",ἐκ,G15370,False,G15370,,121,1,1,49-GAL
122," \w οὐρανοῦ|lemma=""οὐρανός"" strong=""G37720"" x-morph=""Gr,N,,,,,GMS,"" x-tw=""rc://*/tw/dict/bible/kt/heaven""",1,8, οὐρανοῦ,,"Gr,N,,,,,GMS,",οὐρανός,G37720,False,G37720,rc://*/tw/dict/bible/kt/heaven,122,1,1,49-GAL
