index,source_token,chapter,verse,token,token_prefix,morph,lemma,strongs,has_prefix,strongs_no_prefix,translation_word,id,occs,occ,book
0,"\w וַ⁠יִּקְרָ֖א|lemma=""קָרָא"" strong=""c:H7121"" x-morph=""He,C:Vqw3ms"" x-tw=""rc://*/tw/dict/bible/other/declare""",1,1, וַ⁠יִּקְרָ֖א,,"He,C:Vqw3ms",קָרָא,c:H7121,True,H7121,rc://*/tw/dict/bible/other/declare,0,1,1,03-LEV
1," \w אֶל|lemma=""אֵל"" strong=""H0413"" x-morph=""He,R""",1,1, אֶל,,"He,R",אֵל,H0413,False,H0413,,1,1,1,03-LEV
2,"־\w מֹשֶׁ֑ה|lemma=""מֹשֶׁה"" strong=""H4872"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/names/moses""",1,1, מֹשֶׁ֑ה,־,"He,Np",מֹשֶׁה,H4872,False,H4872,rc://*/tw/dict/bible/names/moses,2,1,1,03-LEV
3," \w וַ⁠יְדַבֵּ֤ר|lemma=""דָבַר"" strong=""c:H1696"" x-morph=""He,C:Vpw3ms""",1,1, וַ⁠יְדַבֵּ֤ר,,"He,C:Vpw3ms",דָבַר,c:H1696,True,H1696,,3,1,1,03-LEV
4," \w יְהוָה֙|lemma=""יְהֹוָה"" strong=""H3068"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/kt/yahweh""",1,1, יְהוָה֙,,"He,Np",יְהֹוָה,H3068,False,H3068,rc://*/tw/dict/bible/kt/yahweh,4,1,1,03-LEV
5," \w אֵלָ֔י⁠ו|lemma=""אֵל"" strong=""H0413"" x-morph=""He,R:Sp3ms""",1,1, אֵלָ֔י⁠ו,,"He,R:Sp3ms",אֵל,H0413,False,H0413,,5,1,1,03-LEV
6," \w מֵ⁠אֹ֥הֶל|lemma=""אֹהֶל"" strong=""m:H0168"" x-morph=""He,R:Ncmsc""",1,1, מֵ⁠אֹ֥הֶל,,"He,R:Ncmsc",אֹהֶל,m:H0168,True,H0168,,6,1,1,03-LEV
7," \w מוֹעֵ֖ד|lemma=""מוֹעֵד"" strong=""H4150"" x-morph=""He,Ncmsa"" x-tw=""rc://*/tw/dict/bible/other/feast""",1,1, מוֹעֵ֖ד,,"He,Ncmsa",מוֹעֵד,H4150,False,H4150,rc://*/tw/dict/bible/other/feast,7,1,1,03-LEV
8," \w לֵ⁠אמֹֽר|lemma=""אָמַר"" strong=""l:H0559"" x-morph=""He,R:Vqc""",1,1, לֵ⁠אמֹֽר,,"He,R:Vqc",אָמַר,l:H0559,True,H0559,,8,1,1,03-LEV
10,"\w דַּבֵּ֞ר|lemma=""דָבַר"" strong=""H1696"" x-morph=""He,Vpv2ms""",1,2, דַּבֵּ֞ר,,"He,Vpv2ms",דָבַר,H1696,False,H1696,,10,1,1,03-LEV
11," \w אֶל|lemma=""אֵל"" strong=""H0413"" x-morph=""He,R""",1,2, אֶל,,"He,R",אֵל,H0413,False,H0413,,11,1,1,03-LEV
12,"־\w בְּנֵ֤י|lemma=""בֵּן"" strong=""H1121a"" x-morph=""He,Ncmpc"" x-tw=""rc://*/tw/dict/bible/kt/son""",1,2, בְּנֵ֤י,־,"He,Ncmpc",בֵּן,H1121a,False,H1121a,rc://*/tw/dict/bible/kt/son,12,1,1,03-LEV
13," \w יִשְׂרָאֵל֙|lemma=""יִשְׂרָאֵל"" strong=""H3478"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/kt/israel""",1,2, יִשְׂרָאֵל֙,,"He,Np",יִשְׂרָאֵל,H3478,False,H3478,rc://*/tw/dict/bible/kt/israel,13,1,1,03-LEV
14," \w וְ⁠אָמַרְתָּ֣|lemma=""אָמַר"" strong=""c:H0559"" x-morph=""He,C:Vqq2ms""",1,2, וְ⁠אָמַרְתָּ֣,,"He,C:Vqq2ms",אָמַר,c:H0559,True,H0559,,14,1,1,03-LEV
15," \w אֲלֵ⁠הֶ֔ם|lemma=""אֵל"" strong=""H0413"" x-morph=""He,R:Sp3mp""",1,2, אֲלֵ⁠הֶ֔ם,,"He,R:Sp3mp",אֵל,H0413,False,H0413,,15,1,1,03-LEV
16," \w אָדָ֗ם|lemma=""אָדָם"" strong=""H0120"" x-morph=""He,Ncmsa""",1,2, אָדָ֗ם,,"He,Ncmsa",אָדָם,H0120,False,H0120,,16,1,1,03-LEV
17," \w כִּֽי|lemma=""כִּי"" strong=""H3588a"" x-morph=""He,C""",1,2, כִּֽי,,"He,C",כִּי,H3588a,False,H3588a,,17,1,1,03-LEV
18,"־\w יַקְרִ֥יב|lemma=""קָרַב"" strong=""H7126"" x-morph=""He,Vhi3ms""",1,2, יַקְרִ֥יב,־,"He,Vhi3ms",קָרַב,H7126,False,H7126,,18,1,1,03-LEV
19," \w מִ⁠כֶּ֛ם|lemma=""מִן"" strong=""m:H4480a"" x-morph=""He,R:Sp2mp""",1,2, מִ⁠כֶּ֛ם,,"He,R:Sp2mp",מִן,m:H4480a,True,H4480a,,19,1,1,03-LEV
20," \w קָרְבָּ֖ן|lemma=""קׇרְבָּן"" strong=""H7133a"" x-morph=""He,Ncmsa""",1,2, קָרְבָּ֖ן,,"He,Ncmsa",קׇרְבָּן,H7133a,False,H7133a,,20,1,1,03-LEV
