index,source_token,chapter,verse,token,token_prefix,morph,lemma,strongs,has_prefix,strongs_no_prefix,translation_word,id,occs,occ,book
0,"\w דְּבַר|lemma=""דָּבָר"" strong=""H1697"" x-morph=""He,Ncmsc""",1,1, דְּבַר,,"He,Ncmsc",דָּבָר,H1697,False,H1697,,0,1,1,33-MIC
1,"־\w יְהוָ֣ה|lemma=""יְהֹוָה"" strong=""H3068"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/kt/yahweh""",1,1, יְהוָ֣ה,־,"He,Np",יְהֹוָה,H3068,False,H3068,rc://*/tw/dict/bible/kt/yahweh,1,1,1,33-MIC
2," ׀ \w אֲשֶׁ֣ר|lemma=""אֲשֶׁר"" strong=""H0834a"" x-morph=""He,Tr""",1,1, אֲשֶׁ֣ר,׀ ,"He,Tr",אֲשֶׁר,H0834a,False,H0834a,,2,1,1,33-MIC
3," \w הָיָ֗ה|lemma=""הָיָה"" strong=""H1961"" x-morph=""He,Vqp3ms""",1,1, הָיָ֗ה,,"He,Vqp3ms",הָיָה,H1961,False,H1961,,3,1,1,33-MIC
4," \w אֶל|lemma=""אֵל"" strong=""H0413"" x-morph=""He,R""",1,1, אֶל,,"He,R",אֵל,H0413,False,H0413,,4,1,1,33-MIC
5,"־\w מִיכָה֙|lemma=""מִיכָה"" strong=""H4318"" x-morph=""He,Np""",1,1, מִיכָה֙,־,"He,Np",מִיכָה,H4318,False,H4318,,5,1,1,33-MIC
6," \w הַ⁠מֹּ֣רַשְׁתִּ֔י|lemma=""מוֹרַשְׁתִּי"" strong=""d:H4183"" x-morph=""He,Td:Ngmsa""",1,1, הַ⁠מֹּ֣רַשְׁתִּ֔י,,"He,Td:Ngmsa",מוֹרַשְׁתִּי,d:H4183,True,H4183,,6,1,1,33-MIC
7," \w בִּ⁠ימֵ֥י|lemma=""יוֹם"" strong=""b:H3117"" x-morph=""He,R:Ncmpc""",1,1, בִּ⁠ימֵ֥י,,"He,R:Ncmpc",יוֹם,b:H3117,True,H3117,,7,1,1,33-MIC
8," \w יוֹתָ֛ם|lemma=""יוֹתָם"" strong=""H3147"" x-morph=""He,Np""",1,1, יוֹתָ֛ם,,"He,Np",יוֹתָם,H3147,False,H3147,,8,1,1,33-MIC
9," \w אָחָ֥ז|lemma=""אָחָז"" strong=""H0271"" x-morph=""He,Np""",1,1, אָחָ֥ז,,"He,Np",אָחָז,H0271,False,H0271,,9,1,1,33-MIC
10," \w יְחִזְקִיָּ֖ה|lemma=""חִזְקִיָּה"" strong=""H2396"" x-morph=""He,Np""",1,1, יְחִזְקִיָּ֖ה,,"He,Np",חִזְקִיָּה,H2396,False,H2396,,10,1,1,33-MIC
11," \w מַלְכֵ֣י|lemma=""מֶלֶךְ"" strong=""H4428"" x-morph=""He,Ncmpc"" x-tw=""rc://*/tw/dict/bible/other/king""",1,1, מַלְכֵ֣י,,"He,Ncmpc",מֶלֶךְ,H4428,False,H4428,rc://*/tw/dict/bible/other/king,11,1,1,33-MIC
12," \w יְהוּדָ֑ה|lemma=""יְהוּדָה"" strong=""H3063"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/names/judea""",1,1, יְהוּדָ֑ה,,"He,Np",יְהוּדָה,H3063,False,H3063,rc://*/tw/dict/bible/names/judea,12,1,1,33-MIC
13," \w אֲשֶׁר|lemma=""אֲשֶׁר"" strong=""H0834a"" x-morph=""He,Tr""",1,1, אֲשֶׁר,,"He,Tr",אֲשֶׁר,H0834a,False,H0834a,,13,1,1,33-MIC
14,"־\w חָזָ֥ה|lemma=""חָזָה"" strong=""H2372"" x-morph=""He,Vqp3ms""",1,1, חָזָ֥ה,־,"He,Vqp3ms",חָזָה,H2372,False,H2372,,14,1,1,33-MIC
