index,source_token,chapter,verse,token,token_prefix,morph,lemma,strongs,has_prefix,strongs_no_prefix,translation_word,id,occs,occ,book
0,"\w בִּ⁠שְׁנַ֣ת|lemma=""שָׁנֶה"" strong=""b:H8141"" x-morph=""He,R:Ncfsc""",1,1, בִּ⁠שְׁנַ֣ת,,"He,R:Ncfsc",שָׁנֶה,b:H8141,True,H8141,,0,1,1,27-DAN
1," \w שָׁל֔וֹשׁ|lemma=""שָׁלוֹשׁ"" strong=""H7969"" x-morph=""He,Acfsa""",1,1, שָׁל֔וֹשׁ,,"He,Acfsa",שָׁלוֹשׁ,H7969,False,H7969,,1,1,1,27-DAN
2," \w לְ⁠מַלְכ֖וּת|lemma=""מַלְכוּת"" strong=""l:H4438"" x-morph=""He,R:Ncfsc"" x-tw=""rc://*/tw/dict/bible/other/kingdom""",1,1, לְ⁠מַלְכ֖וּת,,"He,R:Ncfsc",מַלְכוּת,l:H4438,True,H4438,rc://*/tw/dict/bible/other/kingdom,2,1,1,27-DAN
3," \w יְהוֹיָקִ֣ים|lemma=""יְהוֹיָקִים"" strong=""H3079"" x-morph=""He,Np""",1,1, יְהוֹיָקִ֣ים,,"He,Np",יְהוֹיָקִים,H3079,False,H3079,,3,1,1,27-DAN
4," \w מֶֽלֶךְ|lemma=""מֶלֶךְ"" strong=""H4428"" x-morph=""He,Ncmsc"" x-tw=""rc://*/tw/dict/bible/other/king""",1,1, מֶֽלֶךְ,,"He,Ncmsc",מֶלֶךְ,H4428,False,H4428,rc://*/tw/dict/bible/other/king,4,2,1,27-DAN
5,"־\w יְהוּדָ֑ה|lemma=""יְהוּדָה"" strong=""H3063"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/names/judea""",1,1, יְהוּדָ֑ה,־,"He,Np",יְהוּדָה,H3063,False,H3063,rc://*/tw/dict/bible/names/judea,5,1,1,27-DAN
6," \w בָּ֣א|lemma=""בּוֹא"" strong=""H0935"" x-morph=""He,Vqp3ms""",1,1, בָּ֣א,,"He,Vqp3ms",בּוֹא,H0935,False,H0935,,6,1,1,27-DAN
7," \w נְבוּכַדְנֶאצַּ֧ר|lemma=""נְבוּכַדְנֶאצַּר"" strong=""H5019"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/names/nebuchadnezzar""",1,1, נְבוּכַדְנֶאצַּ֧ר,,"He,Np",נְבוּכַדְנֶאצַּר,H5019,False,H5019,rc://*/tw/dict/bible/names/nebuchadnezzar,7,1,1,27-DAN
8," \w מֶֽלֶךְ|lemma=""מֶלֶךְ"" strong=""H4428"" x-morph=""He,Ncmsc"" x-tw=""rc://*/tw/dict/bible/other/king""",1,1, מֶֽלֶךְ,,"He,Ncmsc",מֶלֶךְ,H4428,False,H4428,rc://*/tw/dict/bible/other/king,8,2,2,27-DAN
9,"־\w בָּבֶ֛ל|lemma=""בָּבֶל"" strong=""H0894"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/names/babylon""",1,1, בָּבֶ֛ל,־,"He,Np",בָּבֶל,H0894,False,H0894,rc://*/tw/dict/bible/names/babylon,9,1,1,27-DAN
10," \w יְרוּשָׁלִַ֖ם|lemma=""יְרוּשָׁלִַ͏ם"" strong=""H3389"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/names/jerusalem""",1,1, יְרוּשָׁלִַ֖ם,,"He,Np",יְרוּשָׁלִַ͏ם,H3389,False,H3389,rc://*/tw/dict/bible/names/jerusalem,10,1,1,27-DAN
11," \w וַ⁠יָּ֥צַר|lemma=""צוּר"" strong=""c:H6696a"" x-morph=""He,C:Vqw3ms""",1,1, וַ⁠יָּ֥צַר,,"He,C:Vqw3ms",צוּר,c:H6696a,True,H6696a,,11,1,1,27-DAN
12," \w עָלֶֽי⁠הָ|lemma=""עַל"" strong=""H5921a"" x-morph=""He,R:Sp3fs""",1,1, עָלֶֽי⁠הָ,,"He,R:Sp3fs",עַל,H5921a,False,H5921a,,12,1,1,27-DAN
14,"\w וַ⁠יִּתֵּן֩|lemma=""נָתַן"" strong=""c:H5414"" x-morph=""He,C:Vqw3ms""",1,2, וַ⁠יִּתֵּן֩,,"He,C:Vqw3ms",נָתַן,c:H5414,True,H5414,,14,1,1,27-DAN
15," \w אֲדֹנָ֨⁠י|lemma=""אֲדֹנָי"" strong=""H0136"" x-morph=""He,Ncmpc:Sp1cs"" x-tw=""rc://*/tw/dict/bible/kt/lord""",1,2, אֲדֹנָ֨⁠י,,"He,Ncmpc:Sp1cs",אֲדֹנָי,H0136,False,H0136,rc://*/tw/dict/bible/kt/lord,15,1,1,27-DAN
16," \w בְּ⁠יָד֜⁠וֹ|lemma=""יָד"" strong=""b:H3027"" x-morph=""He,R:Ncbsc:Sp3ms"" x-tw=""rc://*/tw/dict/bible/other/hand""",1,2, בְּ⁠יָד֜⁠וֹ,,"He,R:Ncbsc:Sp3ms",יָד,b:H3027,True,H3027,rc://*/tw/dict/bible/other/hand,16,1,1,27-DAN
17," \w אֶת|lemma=""אֵת"" strong=""H0853"" x-morph=""He,To""",1,2, אֶת,,"He,To",אֵת,H0853,False,H0853,,17,1,1,27-DAN
18,"־\w יְהוֹיָקִ֣ים|lemma=""יְהוֹיָקִים"" strong=""H3079"" x-morph=""He,Np""",1,2, יְהוֹיָקִ֣ים,־,"He,Np",יְהוֹיָקִים,H3079,False,H3079,,18,1,1,27-DAN
19," \w מֶֽלֶךְ|lemma=""מֶלֶךְ"" strong=""H4428"" x-morph=""He,Ncmsc"" x-tw=""rc://*/tw/dict/bible/other/king""",1,2, מֶֽלֶךְ,,"He,Ncmsc",מֶלֶךְ,H4428,False,H4428,rc://*/tw/dict/bible/other/king,19,1,1,27-DAN
20,"־\w יְהוּדָ֗ה|lemma=""יְהוּדָה"" strong=""H3063"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/names/judea""",1,2, יְהוּדָ֗ה,־,"He,Np",יְהוּדָה,H3063,False,H3063,rc://*/tw/dict/bible/names/judea,20,1,1,27-DAN
21," \w וּ⁠מִ⁠קְצָת֙|lemma=""קְצָת"" strong=""c:m:H7117"" x-morph=""He,C:R:Ncfsc""",1,2, וּ⁠מִ⁠קְצָת֙,,"He,C:R:Ncfsc",קְצָת,c:m:H7117,True,H7117,,21,1,1,27-DAN
22," \w כְּלֵ֣י|lemma=""כְּלִי"" strong=""H3627"" x-morph=""He,Ncmpc""",1,2, כְּלֵ֣י,,"He,Ncmpc",כְּלִי,H3627,False,H3627,,22,1,1,27-DAN
23," \w בֵית|lemma=""בַּיִת"" strong=""H1004b"" x-morph=""He,Ncmsc"" x-tw=""rc://*/tw/dict/bible/other/house""",1,2, בֵית,,"He,Ncmsc",בַּיִת,H1004b,False,H1004,rc://*/tw/dict/bible/other/house,23,1,1,27-DAN
24,"־\w הָֽ⁠אֱלֹהִ֔ים|lemma=""אֱלֹהִים"" strong=""d:H0430"" x-morph=""He,Td:Ncmpa"" x-tw=""rc://*/tw/dict/bible/kt/god""",1,2, הָֽ⁠אֱלֹהִ֔ים,־,"He,Td:Ncmpa",אֱלֹהִים,d:H0430,True,H0430,rc://*/tw/dict/bible/kt/god,24,1,1,27-DAN
25," \w וַ⁠יְבִיאֵ֥⁠ם|lemma=""בּוֹא"" strong=""c:H0935"" x-morph=""He,C:Vhw3ms:Sp3mp""",1,2, וַ⁠יְבִיאֵ֥⁠ם,,"He,C:Vhw3ms:Sp3mp",בּוֹא,c:H0935,True,H0935,,25,1,1,27-DAN
26," \w אֶֽרֶץ|lemma=""אֶרֶץ"" strong=""H0776"" x-morph=""He,Ncbsc""",1,2, אֶֽרֶץ,,"He,Ncbsc",אֶרֶץ,H0776,False,H0776,,26,1,1,27-DAN
27,"־\w שִׁנְעָ֖ר|lemma=""שִׁנְעָר"" strong=""H8152"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/other/earth"" x-tw=""rc://*/tw/dict/bible/names/shinar""",1,2, שִׁנְעָ֖ר,־,"He,Np",שִׁנְעָר,H8152,False,H8152,rc://*/tw/dict/bible/other/earth,27,1,1,27-DAN
28," \w בֵּ֣ית|lemma=""בַּיִת"" strong=""H1004b"" x-morph=""He,Ncmsc"" x-tw=""rc://*/tw/dict/bible/other/house""",1,2, בֵּ֣ית,,"He,Ncmsc",בַּיִת,H1004b,False,H1004,rc://*/tw/dict/bible/other/house,28,1,1,27-DAN
