index,source_token,chapter,verse,token,token_prefix,morph,lemma,strongs,has_prefix,strongs_no_prefix,translation_word,id,occs,occ,book
0,"\w וַ⁠יִּפְשַׁ֤ע|lemma=""פָּשַׁע"" strong=""c:H6586"" x-morph=""He,C:Vqw3ms""",1,1, וַ⁠יִּפְשַׁ֤ע,,"He,C:Vqw3ms",פָּשַׁע,c:H6586,True,H6586,,0,1,1,12-2KI
1," \w מוֹאָב֙|lemma=""מוֹאָב"" strong=""H4124"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/names/moab""",1,1, מוֹאָב֙,,"He,Np",מוֹאָב,H4124,False,H4124,rc://*/tw/dict/bible/names/moab,1,1,1,12-2KI
2," \w בְּ⁠יִשְׂרָאֵ֔ל|lemma=""יִשְׂרָאֵל"" strong=""b:H3478"" x-morph=""He,R:Np"" x-tw=""rc://*/tw/dict/bible/kt/israel""",1,1, בְּ⁠יִשְׂרָאֵ֔ל,,"He,R:Np",יִשְׂרָאֵל,b:H3478,True,H3478,rc://*/tw/dict/bible/kt/israel,2,1,1,12-2KI
3," \w אַחֲרֵ֖י|lemma=""אַחַר"" strong=""H0310a"" x-morph=""He,R""",1,1, אַחֲרֵ֖י,,"He,R",אַחַר,H0310a,False,H0310a,,3,1,1,12-2KI
4," \w מ֥וֹת|lemma=""מָוֶת"" strong=""H4194"" x-morph=""He,Ncmsc""",1,1, מ֥וֹת,,"He,Ncmsc",מָוֶת,H4194,False,H4194,,4,1,1,12-2KI
5," \w אַחְאָֽב|lemma=""אַחְאָב"" strong=""H0256"" x-morph=""He,Np""",1,1, אַחְאָֽב,,"He,Np",אַחְאָב,H0256,False,H0256,,5,1,1,12-2KI
7,"\w וַ⁠יִּפֹּ֨ל|lemma=""נָפַל"" strong=""c:H5307"" x-morph=""He,C:Vqw3ms"" x-tw=""rc://*/tw/dict/bible/other/bow""",1,2, וַ⁠יִּפֹּ֨ל,,"He,C:Vqw3ms",נָפַל,c:H5307,True,H5307,rc://*/tw/dict/bible/other/bow,7,1,1,12-2KI
8," \w אֲחַזְיָ֜ה|lemma=""אֲחַזְיָה"" strong=""H0274"" x-morph=""He,Np""",1,2, אֲחַזְיָ֜ה,,"He,Np",אֲחַזְיָה,H0274,False,H0274,,8,1,1,12-2KI
9," \w בְּעַ֣ד|lemma=""בְּעַד"" strong=""H1157"" x-morph=""He,R""",1,2, בְּעַ֣ד,,"He,R",בְּעַד,H1157,False,H1157,,9,1,1,12-2KI
10," \w הַ⁠שְּׂבָכָ֗ה|lemma=""שְׂבָכָה"" strong=""d:H7639"" x-morph=""He,Td:Ncfsa""",1,2, הַ⁠שְּׂבָכָ֗ה,,"He,Td:Ncfsa",שְׂבָכָה,d:H7639,True,H7639,,10,1,1,12-2KI
11," \w בַּ⁠עֲלִיָּת֛⁠וֹ|lemma=""עֲלִיָּה"" strong=""b:H5944"" x-morph=""He,R:Ncfsc:Sp3ms""",1,2, בַּ⁠עֲלִיָּת֛⁠וֹ,,"He,R:Ncfsc:Sp3ms",עֲלִיָּה,b:H5944,True,H5944,,11,1,1,12-2KI
12," \w אֲשֶׁ֥ר|lemma=""אֲשֶׁר"" strong=""H0834a"" x-morph=""He,Tr""",1,2, אֲשֶׁ֥ר,,"He,Tr",אֲשֶׁר,H0834a,False,H0834a,,12,1,1,12-2KI
13," \w בְּ⁠שֹׁמְר֖וֹן|lemma=""שֹׁמְרוֹן"" strong=""b:H8111"" x-morph=""He,R:Np""",1,2, בְּ⁠שֹׁמְר֖וֹן,,"He,R:Np",שֹׁמְרוֹן,b:H8111,True,H8111,,13,1,1,12-2KI
14," \w וַ⁠יָּ֑חַל|lemma=""חָלָה"" strong=""c:H2470a"" x-morph=""He,C:Vqw3ms""",1,2, וַ⁠יָּ֑חַל,,"He,C:Vqw3ms",חָלָה,c:H2470a,True,H2470a,,14,1,1,12-2KI
15," \w וַ⁠יִּשְׁלַ֣ח|lemma=""שָׁלַח"" strong=""c:H7971"" x-morph=""He,C:Vqw3ms""",1,2, וַ⁠יִּשְׁלַ֣ח,,"He,C:Vqw3ms",שָׁלַח,c:H7971,True,H7971,,15,1,1,12-2KI
16," \w מַלְאָכִ֔ים|lemma=""מַלְאָךְ"" strong=""H4397"" x-morph=""He,Ncmpa"" x-tw=""rc://*/tw/dict/bible/other/messenger""",1,2, מַלְאָכִ֔ים,,"He,Ncmpa",מַלְאָךְ,H4397,False,H4397,rc://*/tw/dict/bible/other/messenger,16,1,1,12-2KI
17," \w וַ⁠יֹּ֤אמֶר|lemma=""אָמַר"" strong=""c:H0559"" x-morph=""He,C:Vqw3ms""",1,2, וַ⁠יֹּ֤אמֶר,,"He,C:Vqw3ms",אָמַר,c:H0559,True,H0559,,17,1,1,12-2KI
18," \w אֲלֵ⁠הֶם֙|lemma=""אֵל"" strong=""H0413"" x-morph=""He,R:Sp3mp""",1,2, אֲלֵ⁠הֶם֙,,"He,R:Sp3mp",אֵל,H0413,False,H0413,,18,1,1,12-2KI
19," \w לְכ֣וּ|lemma=""יָלַךְ"" strong=""H3212"" x-morph=""He,Vqv2mp"" x-tw=""rc://*/tw/dict/bible/other/walk""",1,2, לְכ֣וּ,,"He,Vqv2mp",יָלַךְ,H3212,False,H3212,rc://*/tw/dict/bible/other/walk,19,1,1,12-2KI
20," \w דִרְשׁ֗וּ|lemma=""דָּרַשׁ"" strong=""H1875"" x-morph=""He,Vqv2mp"" x-tw=""rc://*/tw/dict/bible/other/seek""",1,2, דִרְשׁ֗וּ,,"He,Vqv2mp",דָּרַשׁ,H1875,False,H1875,rc://*/tw/dict/bible/other/seek,20,1,1,12-2KI
21," \w בְּ⁠בַ֤עַל|lemma=""בַּעַל זְבוּב"" strong=""b:H1176"" x-morph=""He,R:Np""",1,2, בְּ⁠בַ֤עַל,,"He,R:Np",בַּעַל זְבוּב,b:H1176,True,H1176,,21,1,1,12-2KI
22," \w זְבוּב֙|lemma=""בַּעַל זְבוּב"" strong=""H1176"" x-morph=""He,Np""",1,2, זְבוּב֙,,"He,Np",בַּעַל זְבוּב,H1176,False,H1176,,22,1,1,12-2KI
23," \w אֱלֹהֵ֣י|lemma=""אֱלֹהִים"" strong=""H0430"" x-morph=""He,Ncmpc"" x-tw=""rc://*/tw/dict/bible/kt/god""",1,2, אֱלֹהֵ֣י,,"He,Ncmpc",אֱלֹהִים,H0430,False,H0430,rc://*/tw/dict/bible/kt/god,23,1,1,12-2KI
24," \w עֶקְר֔וֹן|lemma=""עֶקְרוֹן"" strong=""H6138"" x-morph=""He,Np""",1,2, עֶקְר֔וֹן,,"He,Np",עֶקְרוֹן,H6138,False,H6138,,24,1,1,12-2KI
25," \w אִם|lemma=""אִם"" strong=""H0518a"" x-morph=""He,C""",1,2, אִם,,"He,C",אִם,H0518a,False,H0518a,,25,1,1,12-2KI
26,"־\w אֶחְיֶ֖ה|lemma=""חָיָה"" strong=""H2421"" x-morph=""He,Vqi1cs"" x-tw=""rc://*/tw/dict/bible/kt/life""",1,2, אֶחְיֶ֖ה,־,"He,Vqi1cs",חָיָה,H2421,False,H2421,rc://*/tw/dict/bible/kt/life,26,1,1,12-2KI
27," \w מֵ⁠חֳלִ֥י|lemma=""חֳלִי"" strong=""m:H2483"" x-morph=""He,R:Ncmsa""",1,2, מֵ⁠חֳלִ֥י,,"He,R:Ncmsa",חֳלִי,m:H2483,True,H2483,,27,1,1,12-2KI
28," \w זֶֽה|lemma=""זֶה"" strong=""H2088"" x-morph=""He,Pdxms""",1,2, זֶֽה,,"He,Pdxms",זֶה,H2088,False,H2088,,28,1,1,12-2KI
30,"\w וּ⁠מַלְאַ֣ךְ|lemma=""מַלְאָךְ"" strong=""c:H4397"" x-morph=""He,C:Ncmsc""",1,3, וּ⁠מַלְאַ֣ךְ,,"He,C:Ncmsc",מַלְאָךְ,c:H4397,True,H4397,,30,1,1,12-2KI
31," \w יְהוָ֗ה|lemma=""יְהֹוָה"" strong=""H3068"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/kt/yahweh""",1,3, יְהוָ֗ה,,"He,Np",יְהֹוָה,H3068,False,H3068,rc://*/tw/dict/bible/kt/yahweh,31,1,1,12-2KI
32," \w דִּבֶּר֙|lemma=""דָבַר"" strong=""H1696"" x-morph=""He,Vpp3ms""",1,3, דִּבֶּר֙,,"He,Vpp3ms",דָבַר,H1696,False,H1696,,32,1,1,12-2KI
33," \w אֶל|lemma=""אֵל"" strong=""H0413"" x-morph=""He,R""",1,3, אֶל,,"He,R",אֵל,H0413,False,H0413,,33,1,1,12-2KI
34,"־\w אֵלִיָּ֣ה|lemma=""אֵלִיָּה"" strong=""H0452"" x-morph=""He,Np""",1,3, אֵלִיָּ֣ה,־,"He,Np",אֵלִיָּה,H0452,False,H0452,,34,1,1,12-2KI
