index,source_token,chapter,verse,token,token_prefix,morph,lemma,strongs,has_prefix,strongs_no_prefix,translation_word,id,occs,occ,book
0,"\w Ἰούδας|lemma=""Ἰούδας"" strong=""G24550"" x-morph=""Gr,N,,,,,NMS,""",1,1, Ἰούδας,,"Gr,N,,,,,NMS,",Ἰούδας,G24550,False,G24550,,0,1,1,66-JUD
1,", \w Ἰησοῦ|lemma=""Ἰησοῦς"" strong=""G24240"" x-morph=""Gr,N,,,,,GMS,"" x-tw=""rc://*/tw/dict/bible/kt/jesus""",1,1, Ἰησοῦ,", ","Gr,N,,,,,GMS,",Ἰησοῦς,G24240,False,G24240,rc://*/tw/dict/bible/kt/jesus,1,2,1,66-JUD
2," \w Χριστοῦ|lemma=""χριστός"" strong=""G55470"" x-morph=""Gr,N,,,,,GMS,"" x-tw=""rc://*/tw/dict/bible/kt/christ""",1,1, Χριστοῦ,,"Gr,N,,,,,GMS,",χριστός,G55470,False,G55470,rc://*/tw/dict/bible/kt/christ,2,1,1,66-JUD
3," \w δοῦλος|lemma=""δοῦλος"" strong=""G14010"" x-morph=""Gr,N,,,,,NMS,"" x-tw=""rc://*/tw/dict/bible/other/servant""",1,1, δοῦλος,,"Gr,N,,,,,NMS,",δοῦλος,G14010,False,G14010,rc://*/tw/dict/bible/other/servant,3,1,1,66-JUD
4,", \w ἀδελφὸς|lemma=""ἀδελφός"" strong=""G00800"" x-morph=""Gr,N,,,,,NMS,"" x-tw=""rc://*/tw/dict/bible/kt/brother""",1,1, ἀδελφὸς,", ","Gr,N,,,,,NMS,",ἀδελφός,G00800,False,G00800,rc://*/tw/dict/bible/kt/brother,4,1,1,66-JUD
5," \w δὲ|lemma=""δέ"" strong=""G11610"" x-morph=""Gr,CC,,,,,,,,""",1,1, δὲ,,"Gr,CC,,,,,,,,",δέ,G11610,False,G11610,,5,1,1,66-JUD
6," \w Ἰακώβου|lemma=""Ἰάκωβος"" strong=""G23850"" x-morph=""Gr,N,,,,,GMS,"" x-tw=""rc://*/tw/dict/bible/names/jamesbrotherofjesus""",1,1, Ἰακώβου,,"Gr,N,,,,,GMS,",Ἰάκωβος,G23850,False,G23850,rc://*/tw/dict/bible/names/jamesbrotherofjesus,6,1,1,66-JUD
7,"; \w τοῖς|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,RD,,,,DMP,""",1,1, τοῖς,; ,"Gr,RD,,,,DMP,",ὁ,G35880,False,G35880,,7,1,1,66-JUD
8," \w ἐν|lemma=""ἐν"" strong=""G17220"" x-morph=""Gr,P,,,,,D,,,""",1,1, ἐν,,"Gr,P,,,,,D,,,",ἐν,G17220,False,G17220,,8,1,1,66-JUD
9," \k-s |x-tw=""rc://*/tw/dict/bible/kt/godthefather""\*\w Θεῷ|lemma=""θεός"" strong=""G23160"" x-morph=""Gr,N,,,,,DMS,""",1,1, ,"\k-s |x-tw=""rc://*/tw/dict/bible/kt/godthefather""\*","Gr,N,,,,,DMS,",θεός,G23160,False,G23160,rc://*/tw/dict/bible/kt/godthefather,9,1,1,66-JUD
10," \w Πατρὶ|lemma=""πατήρ"" strong=""G39620"" x-morph=""Gr,N,,,,,DMS,""",1,1, Πατρὶ,,"Gr,N,,,,,DMS,",πατήρ,G39620,False,G39620,,10,1,1,66-JUD
11," \k-e\* \w ἠγαπημένοις|lemma=""ἀγαπάω"" strong=""G00250"" x-morph=""Gr,V,PEP,DMP,"" x-tw=""rc://*/tw/dict/bible/kt/love""",1,1, ἠγαπημένοις,\k-e\* ,"Gr,V,PEP,DMP,",ἀγαπάω,G00250,False,G00250,rc://*/tw/dict/bible/kt/love,11,1,1,66-JUD
12,", \w καὶ|lemma=""καί"" strong=""G25320"" x-morph=""Gr,CC,,,,,,,,""",1,1, καὶ,", ","Gr,CC,,,,,,,,",καί,G25320,False,G25320,,12,1,1,66-JUD
13," \w Ἰησοῦ|lemma=""Ἰησοῦς"" strong=""G24240"" x-morph=""Gr,N,,,,,DMS,"" x-tw=""rc://*/tw/dict/bible/kt/jesus""",1,1, Ἰησοῦ,,"Gr,N,,,,,DMS,",Ἰησοῦς,G24240,False,G24240,rc://*/tw/dict/bible/kt/jesus,13,2,2,66-JUD
14," \w Χριστῷ|lemma=""χριστός"" strong=""G55470"" x-morph=""Gr,N,,,,,DMS,"" x-tw=""rc://*/tw/dict/bible/kt/christ""",1,1, Χριστῷ,,"Gr,N,,,,,DMS,",χριστός,G55470,False,G55470,rc://*/tw/dict/bible/kt/christ,14,1,1,66-JUD
15," \w τετηρημένοις|lemma=""τηρέω"" strong=""G50830"" x-morph=""Gr,V,PEP,DMP,""",1,1, τετηρημένοις,,"Gr,V,PEP,DMP,",τηρέω,G50830,False,G50830,,15,1,1,66-JUD
16," \w κλητοῖς|lemma=""κλητός"" strong=""G28220"" x-morph=""Gr,NS,,,,DMP,"" x-tw=""rc://*/tw/dict/bible/kt/call""",1,1, κλητοῖς,,"Gr,NS,,,,DMP,",κλητός,G28220,False,G28220,rc://*/tw/dict/bible/kt/call,16,1,1,66-JUD
18,"\w ἔλεος|lemma=""ἔλεος"" strong=""G16560"" x-morph=""Gr,N,,,,,NNS,"" x-tw=""rc://*/tw/dict/bible/kt/mercy""",1,2, ἔλεος,,"Gr,N,,,,,NNS,",ἔλεος,G16560,False,G16560,rc://*/tw/dict/bible/kt/mercy,18,1,1,66-JUD
19," \w ὑμῖν|lemma=""σύ"" strong=""G47710"" x-morph=""Gr,RP,,,2D,P,""",1,2, ὑμῖν,,"Gr,RP,,,2D,P,",σύ,G47710,False,G47710,,19,1,1,66-JUD
20,", \w καὶ|lemma=""καί"" strong=""G25320"" x-morph=""Gr,CC,,,,,,,,""",1,2, καὶ,", ","Gr,CC,,,,,,,,",καί,G25320,False,G25320,,20,2,1,66-JUD
21," \w εἰρήνη|lemma=""εἰρήνη"" strong=""G15150"" x-morph=""Gr,N,,,,,NFS,"" x-tw=""rc://*/tw/dict/bible/other/peace""",1,2, εἰρήνη,,"Gr,N,,,,,NFS,",εἰρήνη,G15150,False,G15150,rc://*/tw/dict/bible/other/peace,21,1,1,66-JUD
22,", \w καὶ|lemma=""καί"" strong=""G25320"" x-morph=""Gr,CC,,,,,,,,""",1,2, καὶ,", ","Gr,CC,,,,,,,,",καί,G25320,False,G25320,,22,2,2,66-JUD
23," \w ἀγάπη|lemma=""ἀγάπη"" strong=""G00260"" x-morph=""Gr,N,,,,,NFS,"" x-tw=""rc://*/tw/dict/bible/kt/love""",1,2, ἀγάπη,,"Gr,N,,,,,NFS,",ἀγάπη,G00260,False,G00260,rc://*/tw/dict/bible/kt/love,23,1,1,66-JUD
24," \w πληθυνθείη|lemma=""πληθύνω"" strong=""G41290"" x-morph=""Gr,V,OAP3,,S,"" x-tw=""rc://*/tw/dict/bible/other/multiply""",1,2, πληθυνθείη,,"Gr,V,OAP3,,S,",πληθύνω,G41290,False,G41290,rc://*/tw/dict/bible/other/multiply,24,1,1,66-JUD
26,"\w ἀγαπητοί|lemma=""ἀγαπητός"" strong=""G00270"" x-morph=""Gr,NS,,,,VMP,"" x-tw=""rc://*/tw/dict/bible/kt/beloved""",1,3, ἀγαπητοί,,"Gr,NS,,,,VMP,",ἀγαπητός,G00270,False,G00270,rc://*/tw/dict/bible/kt/beloved,26,1,1,66-JUD
27,", \w πᾶσαν|lemma=""πᾶς"" strong=""G39560"" x-morph=""Gr,EQ,,,,AFS,""",1,3, πᾶσαν,", ","Gr,EQ,,,,AFS,",πᾶς,G39560,False,G39560,,27,1,1,66-JUD
28," \w σπουδὴν|lemma=""σπουδή"" strong=""G47100"" x-morph=""Gr,N,,,,,AFS,""",1,3, σπουδὴν,,"Gr,N,,,,,AFS,",σπουδή,G47100,False,G47100,,28,1,1,66-JUD
29," \w ποιούμενος|lemma=""ποιέω"" strong=""G41600"" x-morph=""Gr,V,PPM,NMS,""",1,3, ποιούμενος,,"Gr,V,PPM,NMS,",ποιέω,G41600,False,G41600,,29,1,1,66-JUD
30," \w γράφειν|lemma=""γράφω"" strong=""G11250"" x-morph=""Gr,V,NPA,,,,,""",1,3, γράφειν,,"Gr,V,NPA,,,,,",γράφω,G11250,False,G11250,,30,1,1,66-JUD
31," \w ὑμῖν|lemma=""σύ"" strong=""G47710"" x-morph=""Gr,RP,,,2D,P,""",1,3, ὑμῖν,,"Gr,RP,,,2D,P,",σύ,G47710,False,G47710,,31,2,1,66-JUD
32," \w περὶ|lemma=""περί"" strong=""G40120"" x-morph=""Gr,P,,,,,G,,,""",1,3, περὶ,,"Gr,P,,,,,G,,,",περί,G40120,False,G40120,,32,1,1,66-JUD
33," \w τῆς|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,GFS,""",1,3, τῆς,,"Gr,EA,,,,GFS,",ὁ,G35880,False,G35880,,33,1,1,66-JUD
34," \w κοινῆς|lemma=""κοινός"" strong=""G28390"" x-morph=""Gr,NS,,,,GFS,""",1,3, κοινῆς,,"Gr,NS,,,,GFS,",κοινός,G28390,False,G28390,,34,1,1,66-JUD
35," \w ἡμῶν|lemma=""ἐγώ"" strong=""G14730"" x-morph=""Gr,RP,,,1G,P,""",1,3, ἡμῶν,,"Gr,RP,,,1G,P,",ἐγώ,G14730,False,G14730,,35,1,1,66-JUD
36," \w σωτηρίας|lemma=""σωτηρία"" strong=""G49910"" x-morph=""Gr,N,,,,,GFS,"" x-tw=""rc://*/tw/dict/bible/kt/save""",1,3, σωτηρίας,,"Gr,N,,,,,GFS,",σωτηρία,G49910,False,G49910,rc://*/tw/dict/bible/kt/save,36,1,1,66-JUD
37,", \w ἀνάγκην|lemma=""ἀνάγκη"" strong=""G03180"" x-morph=""Gr,N,,,,,AFS,""",1,3, ἀνάγκην,", ","Gr,N,,,,,AFS,",ἀνάγκη,G03180,False,G03180,,37,1,1,66-JUD
38," \w ἔσχον|lemma=""ἔχω"" strong=""G21920"" x-morph=""Gr,V,IAA1,,S,""",1,3, ἔσχον,,"Gr,V,IAA1,,S,",ἔχω,G21920,False,G21920,,38,1,1,66-JUD
39," \w γράψαι|lemma=""γράφω"" strong=""G11250"" x-morph=""Gr,V,NAA,,,,,""",1,3, γράψαι,,"Gr,V,NAA,,,,,",γράφω,G11250,False,G11250,,39,1,1,66-JUD
40," \w ὑμῖν|lemma=""σύ"" strong=""G47710"" x-morph=""Gr,RP,,,2D,P,""",1,3, ὑμῖν,,"Gr,RP,,,2D,P,",σύ,G47710,False,G47710,,40,2,2,66-JUD
41,", \w παρακαλῶν|lemma=""παρακαλέω"" strong=""G38700"" x-morph=""Gr,V,PPA,NMS,"" x-tw=""rc://*/tw/dict/bible/kt/exhort""",1,3, παρακαλῶν,", ","Gr,V,PPA,NMS,",παρακαλέω,G38700,False,G38700,rc://*/tw/dict/bible/kt/exhort,41,1,1,66-JUD
42," \w ἐπαγωνίζεσθαι|lemma=""ἐπαγωνίζομαι"" strong=""G18640"" x-morph=""Gr,V,NPM,,,,,""",1,3, ἐπαγωνίζεσθαι,,"Gr,V,NPM,,,,,",ἐπαγωνίζομαι,G18640,False,G18640,,42,1,1,66-JUD
43," \w τῇ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,DFS,""",1,3, τῇ,,"Gr,EA,,,,DFS,",ὁ,G35880,False,G35880,,43,1,1,66-JUD
44," \w ἅπαξ|lemma=""ἅπαξ"" strong=""G05300"" x-morph=""Gr,D,,,,,,,,,""",1,3, ἅπαξ,,"Gr,D,,,,,,,,,",ἅπαξ,G05300,False,G05300,,44,1,1,66-JUD
45," \w παραδοθείσῃ|lemma=""παραδίδωμι"" strong=""G38600"" x-morph=""Gr,V,PAP,DFS,""",1,3, παραδοθείσῃ,,"Gr,V,PAP,DFS,",παραδίδωμι,G38600,False,G38600,,45,1,1,66-JUD
46," \w τοῖς|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,DMP,""",1,3, τοῖς,,"Gr,EA,,,,DMP,",ὁ,G35880,False,G35880,,46,1,1,66-JUD
47," \w ἁγίοις|lemma=""ἅγιος"" strong=""G00400"" x-morph=""Gr,NS,,,,DMP,"" x-tw=""rc://*/tw/dict/bible/kt/saint""",1,3, ἁγίοις,,"Gr,NS,,,,DMP,",ἅγιος,G00400,False,G00400,rc://*/tw/dict/bible/kt/saint,47,1,1,66-JUD
48," \w πίστει|lemma=""πίστις"" strong=""G41020"" x-morph=""Gr,N,,,,,DFS,"" x-tw=""rc://*/tw/dict/bible/kt/faith""",1,3, πίστει,,"Gr,N,,,,,DFS,",πίστις,G41020,False,G41020,rc://*/tw/dict/bible/kt/faith,48,1,1,66-JUD
50,"\w παρεισέδυσαν|lemma=""παρεισδύω"" strong=""G39210"" x-morph=""Gr,V,IAA3,,P,""",1,4, παρεισέδυσαν,,"Gr,V,IAA3,,P,",παρεισδύω,G39210,False,G39210,,50,1,1,66-JUD
51," \w γάρ|lemma=""γάρ"" strong=""G10630"" x-morph=""Gr,CC,,,,,,,,""",1,4, γάρ,,"Gr,CC,,,,,,,,",γάρ,G10630,False,G10630,,51,1,1,66-JUD
52," \w τινες|lemma=""τις"" strong=""G51000"" x-morph=""Gr,EQ,,,,NMP,""",1,4, τινες,,"Gr,EQ,,,,NMP,",τις,G51000,False,G51000,,52,1,1,66-JUD
53," \w ἄνθρωποι|lemma=""ἄνθρωπος"" strong=""G04440"" x-morph=""Gr,N,,,,,NMP,""",1,4, ἄνθρωποι,,"Gr,N,,,,,NMP,",ἄνθρωπος,G04440,False,G04440,,53,1,1,66-JUD
54," \w οἱ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,RD,,,,NMP,""",1,4, οἱ,,"Gr,RD,,,,NMP,",ὁ,G35880,False,G35880,,54,1,1,66-JUD
55," \w πάλαι|lemma=""πάλαι"" strong=""G38190"" x-morph=""Gr,D,,,,,,,,,""",1,4, πάλαι,,"Gr,D,,,,,,,,,",πάλαι,G38190,False,G38190,,55,1,1,66-JUD
56," \w προγεγραμμένοι|lemma=""προγράφω"" strong=""G42700"" x-morph=""Gr,V,PEP,NMP,""",1,4, προγεγραμμένοι,,"Gr,V,PEP,NMP,",προγράφω,G42700,False,G42700,,56,1,1,66-JUD
