index,source_token,chapter,verse,token,token_prefix,morph,lemma,strongs,has_prefix,strongs_no_prefix,translation_word,id,occs,occ,book
0,"\k-s |x-tw=""rc://*/tw/dict/bible/names/peter""\*\w Σίμων|lemma=""Σίμων"" strong=""G46130"" x-morph=""Gr,N,,,,,NMS,""",1,1, ,"\k-s |x-tw=""rc://*/tw/dict/bible/names/peter""\*","Gr,N,,,,,NMS,",Σίμων,G46130,False,G46130,rc://*/tw/dict/bible/names/peter,0,1,1,62-2PE
1," \w Πέτρος|lemma=""πέτρος"" strong=""G40740"" x-morph=""Gr,N,,,,,NMS,""",1,1, Πέτρος,,"Gr,N,,,,,NMS,",πέτρος,G40740,False,G40740,,1,1,1,62-2PE
2,", \k-e\* \w δοῦλος|lemma=""δοῦλος"" strong=""G14010"" x-morph=""Gr,N,,,,,NMS,"" x-tw=""rc://*/tw/dict/bible/other/servant""",1,1, δοῦλος,", \k-e\* ","Gr,N,,,,,NMS,",δοῦλος,G14010,False,G14010,rc://*/tw/dict/bible/other/servant,2,1,1,62-2PE
3," \w καὶ|lemma=""καί"" strong=""G25320"" x-morph=""Gr,CC,,,,,,,,""",1,1, καὶ,,"Gr,CC,,,,,,,,",καί,G25320,False,G25320,,3,2,1,62-2PE
4," \w ἀπόστολος|lemma=""ἀπόστολος"" strong=""G06520"" x-morph=""Gr,N,,,,,NMS,"" x-tw=""rc://*/tw/dict/bible/kt/apostle""",1,1, ἀπόστολος,,"Gr,N,,,,,NMS,",ἀπόστολος,G06520,False,G06520,rc://*/tw/dict/bible/kt/apostle,4,1,1,62-2PE
5," \w Ἰησοῦ|lemma=""Ἰησοῦς"" strong=""G24240"" x-morph=""Gr,N,,,,,GMS,"" x-tw=""rc://*/tw/dict/bible/kt/jesus""",1,1, Ἰησοῦ,,"Gr,N,,,,,GMS,",Ἰησοῦς,G24240,False,G24240,rc://*/tw/dict/bible/kt/jesus,5,2,1,62-2PE
6," \w Χριστοῦ|lemma=""χριστός"" strong=""G55470"" x-morph=""Gr,N,,,,,GMS,"" x-tw=""rc://*/tw/dict/bible/kt/christ""",1,1, Χριστοῦ,,"Gr,N,,,,,GMS,",χριστός,G55470,False,G55470,rc://*/tw/dict/bible/kt/christ,6,2,1,62-2PE
7,"; \w τοῖς|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,RD,,,,DMP,""",1,1, τοῖς,; ,"Gr,RD,,,,DMP,",ὁ,G35880,False,G35880,,7,1,1,62-2PE
8," \w ἰσότιμον|lemma=""ἰσότιμος"" strong=""G24720"" x-morph=""Gr,NS,,,,AFS,"" x-tw=""rc://*/tw/dict/bible/other/precious""",1,1, ἰσότιμον,,"Gr,NS,,,,AFS,",ἰσότιμος,G24720,False,G24720,rc://*/tw/dict/bible/other/precious,8,1,1,62-2PE
9," \w ἡμῖν|lemma=""ἐγώ"" strong=""G14730"" x-morph=""Gr,RP,,,1D,P,""",1,1, ἡμῖν,,"Gr,RP,,,1D,P,",ἐγώ,G14730,False,G14730,,9,1,1,62-2PE
10," \w λαχοῦσιν|lemma=""λαγχάνω"" strong=""G29750"" x-morph=""Gr,V,PAA,DMP,""",1,1, λαχοῦσιν,,"Gr,V,PAA,DMP,",λαγχάνω,G29750,False,G29750,,10,1,1,62-2PE
11," \w πίστιν|lemma=""πίστις"" strong=""G41020"" x-morph=""Gr,N,,,,,AFS,"" x-tw=""rc://*/tw/dict/bible/kt/faith""",1,1, πίστιν,,"Gr,N,,,,,AFS,",πίστις,G41020,False,G41020,rc://*/tw/dict/bible/kt/faith,11,1,1,62-2PE
12," \w ἐν|lemma=""ἐν"" strong=""G17220"" x-morph=""Gr,P,,,,,D,,,""",1,1, ἐν,,"Gr,P,,,,,D,,,",ἐν,G17220,False,G17220,,12,1,1,62-2PE
13," \w δικαιοσύνῃ|lemma=""δικαιοσύνη"" strong=""G13430"" x-morph=""Gr,N,,,,,DFS,"" x-tw=""rc://*/tw/dict/bible/kt/righteous""",1,1, δικαιοσύνῃ,,"Gr,N,,,,,DFS,",δικαιοσύνη,G13430,False,G13430,rc://*/tw/dict/bible/kt/righteous,13,1,1,62-2PE
14," \w τοῦ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,GMS,""",1,1, τοῦ,,"Gr,EA,,,,GMS,",ὁ,G35880,False,G35880,,14,1,1,62-2PE
15," \w Θεοῦ|lemma=""θεός"" strong=""G23160"" x-morph=""Gr,N,,,,,GMS,"" x-tw=""rc://*/tw/dict/bible/kt/god""",1,1, Θεοῦ,,"Gr,N,,,,,GMS,",θεός,G23160,False,G23160,rc://*/tw/dict/bible/kt/god,15,1,1,62-2PE
16," \w ἡμῶν|lemma=""ἐγώ"" strong=""G14730"" x-morph=""Gr,RP,,,1G,P,""",1,1, ἡμῶν,,"Gr,RP,,,1G,P,",ἐγώ,G14730,False,G14730,,16,1,1,62-2PE
17," \w καὶ|lemma=""καί"" strong=""G25320"" x-morph=""Gr,CC,,,,,,,,""",1,1, καὶ,,"Gr,CC,,,,,,,,",καί,G25320,False,G25320,,17,2,2,62-2PE
