index,source_token,chapter,verse,token,token_prefix,morph,lemma,strongs,has_prefix,strongs_no_prefix,translation_word,id,occs,occ,book
0,"\w ὁ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,NMS,""",1,1, ὁ,,"Gr,EA,,,,NMS,",ὁ,G35880,False,G35880,,0,1,1,64-2JN
1," \w πρεσβύτερος|lemma=""πρεσβύτερος"" strong=""G42450"" x-morph=""Gr,NS,,,,NMSC"" x-tw=""rc://*/tw/dict/bible/other/elder""",1,1, πρεσβύτερος,,"Gr,NS,,,,NMSC",πρεσβύτερος,G42450,False,G42450,rc://*/tw/dict/bible/other/elder,1,1,1,64-2JN
2,"; \w ἐκλεκτῇ|lemma=""ἐκλεκτός"" strong=""G15880"" x-morph=""Gr,AA,,,,DFS,"" x-tw=""rc://*/tw/dict/bible/kt/elect""",1,1, ἐκλεκτῇ,; ,"Gr,AA,,,,DFS,",ἐκλεκτός,G15880,False,G15880,rc://*/tw/dict/bible/kt/elect,2,1,1,64-2JN
3," \w κυρίᾳ|lemma=""κυρία"" strong=""G29590"" x-morph=""Gr,N,,,,,DFS,""",1,1, κυρίᾳ,,"Gr,N,,,,,DFS,",κυρία,G29590,False,G29590,,3,1,1,64-2JN
4," \w καὶ|lemma=""καί"" strong=""G25320"" x-morph=""Gr,CC,,,,,,,,""",1,1, καὶ,,"Gr,CC,,,,,,,,",καί,G25320,False,G25320,,4,3,1,64-2JN
5," \w τοῖς|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,DNP,""",1,1, τοῖς,,"Gr,EA,,,,DNP,",ὁ,G35880,False,G35880,,5,1,1,64-2JN
6," \w τέκνοις|lemma=""τέκνον"" strong=""G50430"" x-morph=""Gr,N,,,,,DNP,"" x-tw=""rc://*/tw/dict/bible/kt/children""",1,1, τέκνοις,,"Gr,N,,,,,DNP,",τέκνον,G50430,False,G50430,rc://*/tw/dict/bible/kt/children,6,1,1,64-2JN
7," \w αὐτῆς|lemma=""αὐτός"" strong=""G08460"" x-morph=""Gr,RP,,,3GFS,""",1,1, αὐτῆς,,"Gr,RP,,,3GFS,",αὐτός,G08460,False,G08460,,7,1,1,64-2JN
8,", \w οὓς|lemma=""ὅς"" strong=""G37390"" x-morph=""Gr,RR,,,,AMP,""",1,1, οὓς,", ","Gr,RR,,,,AMP,",ὅς,G37390,False,G37390,,8,1,1,64-2JN
9," \w ἐγὼ|lemma=""ἐγώ"" strong=""G14730"" x-morph=""Gr,RP,,,1N,S,""",1,1, ἐγὼ,,"Gr,RP,,,1N,S,",ἐγώ,G14730,False,G14730,,9,2,1,64-2JN
10," \w ἀγαπῶ|lemma=""ἀγαπάω"" strong=""G00250"" x-morph=""Gr,V,IPA1,,S,"" x-tw=""rc://*/tw/dict/bible/kt/love""",1,1, ἀγαπῶ,,"Gr,V,IPA1,,S,",ἀγαπάω,G00250,False,G00250,rc://*/tw/dict/bible/kt/love,10,1,1,64-2JN
11," \w ἐν|lemma=""ἐν"" strong=""G17220"" x-morph=""Gr,P,,,,,D,,,""",1,1, ἐν,,"Gr,P,,,,,D,,,",ἐν,G17220,False,G17220,,11,1,1,64-2JN
12," \w ἀληθείᾳ|lemma=""ἀλήθεια"" strong=""G02250"" x-morph=""Gr,N,,,,,DFS,"" x-tw=""rc://*/tw/dict/bible/kt/true""",1,1, ἀληθείᾳ,,"Gr,N,,,,,DFS,",ἀλήθεια,G02250,False,G02250,rc://*/tw/dict/bible/kt/true,12,1,1,64-2JN
13," (\w καὶ|lemma=""καί"" strong=""G25320"" x-morph=""Gr,CC,,,,,,,,""",1,1, καὶ,(,"Gr,CC,,,,,,,,",καί,G25320,False,G25320,,13,3,2,64-2JN
14," \w οὐκ|lemma=""οὐ"" strong=""G37560"" x-morph=""Gr,DO,,,,,,,,""",1,1, οὐκ,,"Gr,DO,,,,,,,,",οὐ,G37560,False,G37560,,14,1,1,64-2JN
15," \w ἐγὼ|lemma=""ἐγώ"" strong=""G14730"" x-morph=""Gr,RP,,,1N,S,""",1,1, ἐγὼ,,"Gr,RP,,,1N,S,",ἐγώ,G14730,False,G14730,,15,2,2,64-2JN
16," \w μόνος|lemma=""μόνος"" strong=""G34410"" x-morph=""Gr,EF,,,,NMS,""",1,1, μόνος,,"Gr,EF,,,,NMS,",μόνος,G34410,False,G34410,,16,1,1,64-2JN
17,", \w ἀλλὰ|lemma=""ἀλλά"" strong=""G02350"" x-morph=""Gr,CO,,,,,,,,""",1,1, ἀλλὰ,", ","Gr,CO,,,,,,,,",ἀλλά,G02350,False,G02350,,17,1,1,64-2JN
18," \w καὶ|lemma=""καί"" strong=""G25320"" x-morph=""Gr,D,,,,,,,,,""",1,1, καὶ,,"Gr,D,,,,,,,,,",καί,G25320,False,G25320,,18,3,3,64-2JN
19," \w πάντες|lemma=""πᾶς"" strong=""G39560"" x-morph=""Gr,RI,,,,NMP,""",1,1, πάντες,,"Gr,RI,,,,NMP,",πᾶς,G39560,False,G39560,,19,1,1,64-2JN
20," \w οἱ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,RD,,,,NMP,""",1,1, οἱ,,"Gr,RD,,,,NMP,",ὁ,G35880,False,G35880,,20,1,1,64-2JN
21," \w ἐγνωκότες|lemma=""γινώσκω"" strong=""G10970"" x-morph=""Gr,V,PEA,NMP,"" x-tw=""rc://*/tw/dict/bible/other/know""",1,1, ἐγνωκότες,,"Gr,V,PEA,NMP,",γινώσκω,G10970,False,G10970,rc://*/tw/dict/bible/other/know,21,1,1,64-2JN
22," \w τὴν|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,AFS,""",1,1, τὴν,,"Gr,EA,,,,AFS,",ὁ,G35880,False,G35880,,22,1,1,64-2JN
23," \w ἀλήθειαν|lemma=""ἀλήθεια"" strong=""G02250"" x-morph=""Gr,N,,,,,AFS,"" x-tw=""rc://*/tw/dict/bible/kt/true""",1,1, ἀλήθειαν,,"Gr,N,,,,,AFS,",ἀλήθεια,G02250,False,G02250,rc://*/tw/dict/bible/kt/true,23,1,1,64-2JN
25,"\w διὰ|lemma=""διά"" strong=""G12230"" x-morph=""Gr,P,,,,,A,,,""",1,2, διὰ,,"Gr,P,,,,,A,,,",διά,G12230,False,G12230,,25,1,1,64-2JN
26," \w τὴν|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,AFS,""",1,2, τὴν,,"Gr,EA,,,,AFS,",ὁ,G35880,False,G35880,,26,2,1,64-2JN
27," \w ἀλήθειαν|lemma=""ἀλήθεια"" strong=""G02250"" x-morph=""Gr,N,,,,,AFS,"" x-tw=""rc://*/tw/dict/bible/kt/true""",1,2, ἀλήθειαν,,"Gr,N,,,,,AFS,",ἀλήθεια,G02250,False,G02250,rc://*/tw/dict/bible/kt/true,27,1,1,64-2JN
28," \w τὴν|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,RD,,,,AFS,""",1,2, τὴν,,"Gr,RD,,,,AFS,",ὁ,G35880,False,G35880,,28,2,2,64-2JN
29," \w μένουσαν|lemma=""μένω"" strong=""G33060"" x-morph=""Gr,V,PPA,AFS,""",1,2, μένουσαν,,"Gr,V,PPA,AFS,",μένω,G33060,False,G33060,,29,1,1,64-2JN
30," \w ἐν|lemma=""ἐν"" strong=""G17220"" x-morph=""Gr,P,,,,,D,,,""",1,2, ἐν,,"Gr,P,,,,,D,,,",ἐν,G17220,False,G17220,,30,1,1,64-2JN
31," \w ἡμῖν|lemma=""ἐγώ"" strong=""G14730"" x-morph=""Gr,RP,,,1D,P,""",1,2, ἡμῖν,,"Gr,RP,,,1D,P,",ἐγώ,G14730,False,G14730,,31,1,1,64-2JN
32,", \w καὶ|lemma=""καί"" strong=""G25320"" x-morph=""Gr,CC,,,,,,,,""",1,2, καὶ,", ","Gr,CC,,,,,,,,",καί,G25320,False,G25320,,32,1,1,64-2JN
33," \w μεθ’|lemma=""μετά"" strong=""G33260"" x-morph=""Gr,P,,,,,G,,,""",1,2, μεθ’,,"Gr,P,,,,,G,,,",μετά,G33260,False,G33260,,33,1,1,64-2JN
34," \w ἡμῶν|lemma=""ἐγώ"" strong=""G14730"" x-morph=""Gr,RP,,,1G,P,""",1,2, ἡμῶν,,"Gr,RP,,,1G,P,",ἐγώ,G14730,False,G14730,,34,1,1,64-2JN
