index,source_token,chapter,verse,token,token_prefix,morph,lemma,strongs,has_prefix,strongs_no_prefix,translation_word,id,occs,occ,book
0,"\w ὁ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,NMS,""",1,1, ὁ,,"Gr,EA,,,,NMS,",ὁ,G35880,False,G35880,,0,1,1,65-3JN
1," \w πρεσβύτερος|lemma=""πρεσβύτερος"" strong=""G42450"" x-morph=""Gr,NS,,,,NMSC"" x-tw=""rc://*/tw/dict/bible/other/elder""",1,1, πρεσβύτερος,,"Gr,NS,,,,NMSC",πρεσβύτερος,G42450,False,G42450,rc://*/tw/dict/bible/other/elder,1,1,1,65-3JN
2,"; \w Γαΐῳ|lemma=""Γάϊος"" strong=""G10500"" x-morph=""Gr,N,,,,,DMS,""",1,1, Γαΐῳ,; ,"Gr,N,,,,,DMS,",Γάϊος,G10500,False,G10500,,2,1,1,65-3JN
3," \w τῷ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,DMS,""",1,1, τῷ,,"Gr,EA,,,,DMS,",ὁ,G35880,False,G35880,,3,1,1,65-3JN
4," \w ἀγαπητῷ|lemma=""ἀγαπητός"" strong=""G00270"" x-morph=""Gr,AR,,,,DMS,"" x-tw=""rc://*/tw/dict/bible/kt/beloved""",1,1, ἀγαπητῷ,,"Gr,AR,,,,DMS,",ἀγαπητός,G00270,False,G00270,rc://*/tw/dict/bible/kt/beloved,4,1,1,65-3JN
5,", \w ὃν|lemma=""ὅς"" strong=""G37390"" x-morph=""Gr,RR,,,,AMS,""",1,1, ὃν,", ","Gr,RR,,,,AMS,",ὅς,G37390,False,G37390,,5,1,1,65-3JN
6," \w ἐγὼ|lemma=""ἐγώ"" strong=""G14730"" x-morph=""Gr,RP,,,1N,S,""",1,1, ἐγὼ,,"Gr,RP,,,1N,S,",ἐγώ,G14730,False,G14730,,6,1,1,65-3JN
7," \w ἀγαπῶ|lemma=""ἀγαπάω"" strong=""G00250"" x-morph=""Gr,V,IPA1,,S,"" x-tw=""rc://*/tw/dict/bible/kt/love""",1,1, ἀγαπῶ,,"Gr,V,IPA1,,S,",ἀγαπάω,G00250,False,G00250,rc://*/tw/dict/bible/kt/love,7,1,1,65-3JN
8," \w ἐν|lemma=""ἐν"" strong=""G17220"" x-morph=""Gr,P,,,,,D,,,""",1,1, ἐν,,"Gr,P,,,,,D,,,",ἐν,G17220,False,G17220,,8,1,1,65-3JN
9," \w ἀληθείᾳ|lemma=""ἀλήθεια"" strong=""G02250"" x-morph=""Gr,N,,,,,DFS,"" x-tw=""rc://*/tw/dict/bible/kt/true""",1,1, ἀληθείᾳ,,"Gr,N,,,,,DFS,",ἀλήθεια,G02250,False,G02250,rc://*/tw/dict/bible/kt/true,9,1,1,65-3JN
