index,source_token,chapter,verse,token,token_prefix,morph,lemma,strongs,has_prefix,strongs_no_prefix,translation_word,id,occs,occ,book
0,"\w וַ⁠יְהִ֗י|lemma=""הָיָה"" strong=""c:H1961"" x-morph=""He,C:Vqw3ms""",1,1, וַ⁠יְהִ֗י,,"He,C:Vqw3ms",הָיָה,c:H1961,True,H1961,,0,1,1,07-JDG
1," \w אַחֲרֵי֙|lemma=""אַחַר"" strong=""H0310a"" x-morph=""He,R""",1,1, אַחֲרֵי֙,,"He,R",אַחַר,H0310a,False,H0310a,,1,1,1,07-JDG
2," \w מ֣וֹת|lemma=""מָוֶת"" strong=""H4194"" x-morph=""He,Ncmsc""",1,1, מ֣וֹת,,"He,Ncmsc",מָוֶת,H4194,False,H4194,,2,1,1,07-JDG
3," \w יְהוֹשֻׁ֔עַ|lemma=""יְהוֹשׁוּעַ"" strong=""H3091"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/names/joshua""",1,1, יְהוֹשֻׁ֔עַ,,"He,Np",יְהוֹשׁוּעַ,H3091,False,H3091,rc://*/tw/dict/bible/names/joshua,3,1,1,07-JDG
4," \w וַֽ⁠יִּשְׁאֲלוּ֙|lemma=""שָׁאַל"" strong=""c:H7592"" x-morph=""He,C:Vqw3mp""",1,1, וַֽ⁠יִּשְׁאֲלוּ֙,,"He,C:Vqw3mp",שָׁאַל,c:H7592,True,H7592,,4,1,1,07-JDG
5," \w בְּנֵ֣י|lemma=""בֵּן"" strong=""H1121a"" x-morph=""He,Ncmpc"" x-tw=""rc://*/tw/dict/bible/kt/son""",1,1, בְּנֵ֣י,,"He,Ncmpc",בֵּן,H1121a,False,H1121a,rc://*/tw/dict/bible/kt/son,5,1,1,07-JDG
6," \w יִשְׂרָאֵ֔ל|lemma=""יִשְׂרָאֵל"" strong=""H3478"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/kt/israel""",1,1, יִשְׂרָאֵ֔ל,,"He,Np",יִשְׂרָאֵל,H3478,False,H3478,rc://*/tw/dict/bible/kt/israel,6,1,1,07-JDG
7," \w בַּ⁠יהוָ֖ה|lemma=""יְהֹוָה"" strong=""b:H3068"" x-morph=""He,R:Np"" x-tw=""rc://*/tw/dict/bible/kt/yahweh""",1,1, בַּ⁠יהוָ֖ה,,"He,R:Np",יְהֹוָה,b:H3068,True,H3068,rc://*/tw/dict/bible/kt/yahweh,7,1,1,07-JDG
8," \w לֵ⁠אמֹ֑ר|lemma=""אָמַר"" strong=""l:H0559"" x-morph=""He,R:Vqc""",1,1, לֵ⁠אמֹ֑ר,,"He,R:Vqc",אָמַר,l:H0559,True,H0559,,8,1,1,07-JDG
9," \w מִ֣י|lemma=""מִי"" strong=""H4310"" x-morph=""He,Ti""",1,1, מִ֣י,,"He,Ti",מִי,H4310,False,H4310,,9,1,1,07-JDG
10," \w יַעֲלֶה|lemma=""עָלָה"" strong=""H5927"" x-morph=""He,Vqi3ms""",1,1, יַעֲלֶה,,"He,Vqi3ms",עָלָה,H5927,False,H5927,,10,1,1,07-JDG
11,"־\w לָּ֧⁠נוּ|lemma="""" strong=""l"" x-morph=""He,R:Sp1cp""",1,1, לָּ֧⁠נוּ,־,"He,R:Sp1cp",,l,False,,,11,1,1,07-JDG
12," \w אֶל|lemma=""אֵל"" strong=""H0413"" x-morph=""He,R""",1,1, אֶל,,"He,R",אֵל,H0413,False,H0413,,12,1,1,07-JDG
13,"־\w הַֽ⁠כְּנַעֲנִ֛י|lemma=""כְּנַעַנִי"" strong=""d:H3669a"" x-morph=""He,Td:Ngmsa"" x-tw=""rc://*/tw/dict/bible/names/canaan""",1,1, הַֽ⁠כְּנַעֲנִ֛י,־,"He,Td:Ngmsa",כְּנַעַנִי,d:H3669a,True,H3669a,rc://*/tw/dict/bible/names/canaan,13,1,1,07-JDG
14," \w בַּ⁠תְּחִלָּ֖ה|lemma=""תְּחִלָּה"" strong=""b:H8462"" x-morph=""He,Rd:Ncfsa""",1,1, בַּ⁠תְּחִלָּ֖ה,,"He,Rd:Ncfsa",תְּחִלָּה,b:H8462,True,H8462,,14,1,1,07-JDG
15," \w לְ⁠הִלָּ֥חֶם|lemma=""לָחַם"" strong=""l:H3898a"" x-morph=""He,R:VNc""",1,1, לְ⁠הִלָּ֥חֶם,,"He,R:VNc",לָחַם,l:H3898a,True,H3898a,,15,1,1,07-JDG
16," \w בּֽ⁠וֹ|lemma="""" strong=""b"" x-morph=""He,R:Sp3ms""",1,1, בּֽ⁠וֹ,,"He,R:Sp3ms",,b,False,,,16,1,1,07-JDG
18,"\w וַ⁠יֹּ֣אמֶר|lemma=""אָמַר"" strong=""c:H0559"" x-morph=""He,C:Vqw3ms""",1,2, וַ⁠יֹּ֣אמֶר,,"He,C:Vqw3ms",אָמַר,c:H0559,True,H0559,,18,1,1,07-JDG
19," \w יְהוָ֖ה|lemma=""יְהֹוָה"" strong=""H3068"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/kt/yahweh""",1,2, יְהוָ֖ה,,"He,Np",יְהֹוָה,H3068,False,H3068,rc://*/tw/dict/bible/kt/yahweh,19,1,1,07-JDG
20," \w יְהוּדָ֣ה|lemma=""יְהוּדָה"" strong=""H3063"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/names/judea""",1,2, יְהוּדָ֣ה,,"He,Np",יְהוּדָה,H3063,False,H3063,rc://*/tw/dict/bible/names/judea,20,1,1,07-JDG
21," \w יַעֲלֶ֑ה|lemma=""עָלָה"" strong=""H5927"" x-morph=""He,Vqi3ms""",1,2, יַעֲלֶ֑ה,,"He,Vqi3ms",עָלָה,H5927,False,H5927,,21,1,1,07-JDG
22," \w הִנֵּ֛ה|lemma=""הִנֵּה"" strong=""H2009"" x-morph=""He,Tm""",1,2, הִנֵּ֛ה,,"He,Tm",הִנֵּה,H2009,False,H2009,,22,1,1,07-JDG
23," \w נָתַ֥תִּי|lemma=""נָתַן"" strong=""H5414"" x-morph=""He,Vqp1cs""",1,2, נָתַ֥תִּי,,"He,Vqp1cs",נָתַן,H5414,False,H5414,,23,1,1,07-JDG
24," \w אֶת|lemma=""אֵת"" strong=""H0853"" x-morph=""He,To""",1,2, אֶת,,"He,To",אֵת,H0853,False,H0853,,24,1,1,07-JDG
25,"־\w הָ⁠אָ֖רֶץ|lemma=""אֶרֶץ"" strong=""d:H0776"" x-morph=""He,Td:Ncbsa"" x-tw=""rc://*/tw/dict/bible/other/earth""",1,2, הָ⁠אָ֖רֶץ,־,"He,Td:Ncbsa",אֶרֶץ,d:H0776,True,H0776,rc://*/tw/dict/bible/other/earth,25,1,1,07-JDG
26," \w בְּ⁠יָדֽ⁠וֹ|lemma=""יָד"" strong=""b:H3027"" x-morph=""He,R:Ncbsc:Sp3ms"" x-tw=""rc://*/tw/dict/bible/other/hand""",1,2, בְּ⁠יָדֽ⁠וֹ,,"He,R:Ncbsc:Sp3ms",יָד,b:H3027,True,H3027,rc://*/tw/dict/bible/other/hand,26,1,1,07-JDG
28,"\w וַ⁠יֹּ֣אמֶר|lemma=""אָמַר"" strong=""c:H0559"" x-morph=""He,C:Vqw3ms""",1,3, וַ⁠יֹּ֣אמֶר,,"He,C:Vqw3ms",אָמַר,c:H0559,True,H0559,,28,1,1,07-JDG
29," \w יְהוּדָה֩|lemma=""יְהוּדָה"" strong=""H3063"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/names/judea""",1,3, יְהוּדָה֩,,"He,Np",יְהוּדָה,H3063,False,H3063,rc://*/tw/dict/bible/names/judea,29,1,1,07-JDG
30," \w לְ⁠שִׁמְע֨וֹן|lemma=""שִׁמְעוֹן"" strong=""l:H8095"" x-morph=""He,R:Np""",1,3, לְ⁠שִׁמְע֨וֹן,,"He,R:Np",שִׁמְעוֹן,l:H8095,True,H8095,,30,1,1,07-JDG
31," \w אָחִ֜י⁠ו|lemma=""אָח"" strong=""H0251"" x-morph=""He,Ncmsc:Sp3ms"" x-tw=""rc://*/tw/dict/bible/kt/brother""",1,3, אָחִ֜י⁠ו,,"He,Ncmsc:Sp3ms",אָח,H0251,False,H0251,rc://*/tw/dict/bible/kt/brother,31,1,1,07-JDG
32," \w עֲלֵ֧ה|lemma=""עָלָה"" strong=""H5927"" x-morph=""He,Vqv2ms""",1,3, עֲלֵ֧ה,,"He,Vqv2ms",עָלָה,H5927,False,H5927,,32,1,1,07-JDG
33," \w אִתִּ֣⁠י|lemma=""אֵת"" strong=""H0854"" x-morph=""He,R:Sp1cs""",1,3, אִתִּ֣⁠י,,"He,R:Sp1cs",אֵת,H0854,False,H0854,,33,1,1,07-JDG
34," \w בְ⁠גוֹרָלִ֗⁠י|lemma=""גּוֹרָל"" strong=""b:H1486"" x-morph=""He,R:Ncmsc:Sp1cs""",1,3, בְ⁠גוֹרָלִ֗⁠י,,"He,R:Ncmsc:Sp1cs",גּוֹרָל,b:H1486,True,H1486,,34,1,1,07-JDG
35," \w וְ⁠נִֽלָּחֲמָה֙|lemma=""לָחַם"" strong=""c:H3898a"" x-morph=""He,C:VNh1cp""",1,3, וְ⁠נִֽלָּחֲמָה֙,,"He,C:VNh1cp",לָחַם,c:H3898a,True,H3898a,,35,1,1,07-JDG
36," \w בַּֽ⁠כְּנַעֲנִ֔י|lemma=""כְּנַעַנִי"" strong=""b:H3669a"" x-morph=""He,Rd:Ngmsa""",1,3, בַּֽ⁠כְּנַעֲנִ֔י,,"He,Rd:Ngmsa",כְּנַעַנִי,b:H3669a,True,H3669a,,36,1,1,07-JDG
37," \w וְ⁠הָלַכְתִּ֧י|lemma=""הָלַךְ"" strong=""c:H1980"" x-morph=""He,C:Vqq1cs""",1,3, וְ⁠הָלַכְתִּ֧י,,"He,C:Vqq1cs",הָלַךְ,c:H1980,True,H1980,,37,1,1,07-JDG
38," \w גַם|lemma=""גַּם"" strong=""H1571"" x-morph=""He,D""",1,3, גַם,,"He,D",גַּם,H1571,False,H1571,,38,1,1,07-JDG
39,"־\w אֲנִ֛י|lemma=""אֲנִי"" strong=""H0589"" x-morph=""He,Pp1cs""",1,3, אֲנִ֛י,־,"He,Pp1cs",אֲנִי,H0589,False,H0589,,39,1,1,07-JDG
40," \w אִתְּ⁠ךָ֖|lemma=""אֵת"" strong=""H0854"" x-morph=""He,R:Sp2ms""",1,3, אִתְּ⁠ךָ֖,,"He,R:Sp2ms",אֵת,H0854,False,H0854,,40,1,1,07-JDG
41," \w בְּ⁠גוֹרָלֶ֑⁠ךָ|lemma=""גּוֹרָל"" strong=""b:H1486"" x-morph=""He,R:Ncmsc:Sp2ms""",1,3, בְּ⁠גוֹרָלֶ֑⁠ךָ,,"He,R:Ncmsc:Sp2ms",גּוֹרָל,b:H1486,True,H1486,,41,1,1,07-JDG
42," \w וַ⁠יֵּ֥לֶךְ|lemma=""יָלַךְ"" strong=""c:H3212"" x-morph=""He,C:Vqw3ms""",1,3, וַ⁠יֵּ֥לֶךְ,,"He,C:Vqw3ms",יָלַךְ,c:H3212,True,H3212,,42,1,1,07-JDG
43," \w אִתּ֖⁠וֹ|lemma=""אֵת"" strong=""H0854"" x-morph=""He,R:Sp3ms""",1,3, אִתּ֖⁠וֹ,,"He,R:Sp3ms",אֵת,H0854,False,H0854,,43,1,1,07-JDG
44," \w שִׁמְעֽוֹן|lemma=""שִׁמְעוֹן"" strong=""H8095"" x-morph=""He,Np""",1,3, שִׁמְעֽוֹן,,"He,Np",שִׁמְעוֹן,H8095,False,H8095,,44,1,1,07-JDG
46,"\w וַ⁠יַּ֣עַל|lemma=""עָלָה"" strong=""c:H5927"" x-morph=""He,C:Vqw3ms""",1,4, וַ⁠יַּ֣עַל,,"He,C:Vqw3ms",עָלָה,c:H5927,True,H5927,,46,1,1,07-JDG
47," \w יְהוּדָ֔ה|lemma=""יְהוּדָה"" strong=""H3063"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/names/judea""",1,4, יְהוּדָ֔ה,,"He,Np",יְהוּדָה,H3063,False,H3063,rc://*/tw/dict/bible/names/judea,47,1,1,07-JDG
48," \w וַ⁠יִּתֵּ֧ן|lemma=""נָתַן"" strong=""c:H5414"" x-morph=""He,C:Vqw3ms""",1,4, וַ⁠יִּתֵּ֧ן,,"He,C:Vqw3ms",נָתַן,c:H5414,True,H5414,,48,1,1,07-JDG
