,token,chapter,verse,book
0,There,1,1,18-JOB
1,was,1,1,18-JOB
2,a,1,1,18-JOB
3,man,1,1,18-JOB
4,in,1,1,18-JOB
5,the,1,1,18-JOB
6,land,1,1,18-JOB
7,of,1,1,18-JOB
8,Uz,1,1,18-JOB
9,whose,1,1,18-JOB
10,name,1,1,18-JOB
11,was,1,1,18-JOB
12,Job;,1,1,18-JOB
13,and,1,1,18-JOB
14,Job,1,1,18-JOB
15,was,1,1,18-JOB
16,blameless,1,1,18-JOB
17,and,1,1,18-JOB
18,"upright,",1,1,18-JOB
19,one,1,1,18-JOB
20,who,1,1,18-JOB
21,feared,1,1,18-JOB
22,God,1,1,18-JOB
23,and,1,1,18-JOB
24,turned,1,1,18-JOB
25,from,1,1,18-JOB
26,evil.,1,1,18-JOB
27,There,1,2,18-JOB
28,were,1,2,18-JOB
29,born,1,2,18-JOB
30,to,1,2,18-JOB
31,him,1,2,18-JOB
32,seven,1,2,18-JOB
33,sons,1,2,18-JOB
34,and,1,2,18-JOB
35,three,1,2,18-JOB
36,daughters.,1,2,18-JOB
37,He,1,3,18-JOB
38,possessed,1,3,18-JOB
39,seven,1,3,18-JOB
40,thousand,1,3,18-JOB
41,"sheep,",1,3,18-JOB
42,three,1,3,18-JOB
43,thousand,1,3,18-JOB
44,"camels,",1,3,18-JOB
45,five,1,3,18-JOB
46,hundred,1,3,18-JOB
47,pairs,1,3,18-JOB
48,of,1,3,18-JOB
49,"oxen,",1,3,18-JOB
50,and,1,3,18-JOB
51,five,1,3,18-JOB
52,hundred,1,3,18-JOB
53,donkeys,1,3,18-JOB
54,and,1,3,18-JOB
55,a,1,3,18-JOB
56,great,1,3,18-JOB
57,many,1,3,18-JOB
58,servants.,1,3,18-JOB
59,He,1,3,18-JOB
60,was,1,3,18-JOB
61,the,1,3,18-JOB
62,man,1,3,18-JOB
63,who,1,3,18-JOB
64,was,1,3,18-JOB
65,the,1,3,18-JOB
66,greatest,1,3,18-JOB
67,of,1,3,18-JOB
68,all,1,3,18-JOB
69,the,1,3,18-JOB
70,people,1,3,18-JOB
71,of,1,3,18-JOB
72,the,1,3,18-JOB
73,East.,1,3,18-JOB
74,On,1,4,18-JOB
75,each,1,4,18-JOB
76,son’s,1,4,18-JOB
77,assigned,1,4,18-JOB
78,"day,",1,4,18-JOB
79,he,1,4,18-JOB
80,would,1,4,18-JOB
81,give,1,4,18-JOB
82,a,1,4,18-JOB
83,feast,1,4,18-JOB
84,in,1,4,18-JOB
85,his,1,4,18-JOB
86,house.,1,4,18-JOB
87,They,1,4,18-JOB
88,would,1,4,18-JOB
89,send,1,4,18-JOB
90,and,1,4,18-JOB
91,call,1,4,18-JOB
92,for,1,4,18-JOB
93,their,1,4,18-JOB
94,three,1,4,18-JOB
95,sisters,1,4,18-JOB
96,to,1,4,18-JOB
97,eat,1,4,18-JOB
98,and,1,4,18-JOB
99,drink,1,4,18-JOB
100,with,1,4,18-JOB
101,them.,1,4,18-JOB
102,When,1,5,18-JOB
103,the,1,5,18-JOB
104,days,1,5,18-JOB
105,of,1,5,18-JOB
106,the,1,5,18-JOB
107,feast,1,5,18-JOB
108,were,1,5,18-JOB
109,"over,",1,5,18-JOB
110,Job,1,5,18-JOB
111,would,1,5,18-JOB
112,send,1,5,18-JOB
113,for,1,5,18-JOB
114,them,1,5,18-JOB
115,and,1,5,18-JOB
116,he,1,5,18-JOB
117,would,1,5,18-JOB
118,consecrate,1,5,18-JOB
119,them.,1,5,18-JOB
120,He,1,5,18-JOB
121,would,1,5,18-JOB
122,rise,1,5,18-JOB
123,early,1,5,18-JOB
124,in,1,5,18-JOB
125,the,1,5,18-JOB
126,morning,1,5,18-JOB
127,and,1,5,18-JOB
128,offer,1,5,18-JOB
129,burnt,1,5,18-JOB
130,offerings,1,5,18-JOB
131,for,1,5,18-JOB
132,each,1,5,18-JOB
133,of,1,5,18-JOB
134,his,1,5,18-JOB
135,"children,",1,5,18-JOB
136,for,1,5,18-JOB
137,he,1,5,18-JOB
138,would,1,5,18-JOB
139,"say,",1,5,18-JOB
140,“It,1,5,18-JOB
141,may,1,5,18-JOB
142,be,1,5,18-JOB
143,that,1,5,18-JOB
144,my,1,5,18-JOB
145,children,1,5,18-JOB
146,have,1,5,18-JOB
147,sinned,1,5,18-JOB
148,and,1,5,18-JOB
149,cursed,1,5,18-JOB
150,God,1,5,18-JOB
151,in,1,5,18-JOB
152,their,1,5,18-JOB
153,hearts.”,1,5,18-JOB
154,Job,1,5,18-JOB
155,always,1,5,18-JOB
156,did,1,5,18-JOB
157,this.,1,5,18-JOB
158,\p,1,5,18-JOB
159,Then,1,6,18-JOB
160,it,1,6,18-JOB
161,was,1,6,18-JOB
162,the,1,6,18-JOB
163,day,1,6,18-JOB
164,when,1,6,18-JOB
165,the,1,6,18-JOB
166,sons,1,6,18-JOB
167,of,1,6,18-JOB
168,God,1,6,18-JOB
169,came,1,6,18-JOB
170,to,1,6,18-JOB
171,present,1,6,18-JOB
172,themselves,1,6,18-JOB
173,before,1,6,18-JOB
174,Yahweh.,1,6,18-JOB
175,Satan,1,6,18-JOB
176,also,1,6,18-JOB
177,came,1,6,18-JOB
178,with,1,6,18-JOB
179,them.,1,6,18-JOB
180,Yahweh,1,7,18-JOB
181,said,1,7,18-JOB
182,to,1,7,18-JOB
183,"Satan,",1,7,18-JOB
184,“From,1,7,18-JOB
185,where,1,7,18-JOB
186,have,1,7,18-JOB
187,you,1,7,18-JOB
188,come?”,1,7,18-JOB
189,Then,1,7,18-JOB
190,Satan,1,7,18-JOB
191,answered,1,7,18-JOB
192,Yahweh,1,7,18-JOB
193,and,1,7,18-JOB
194,"said,",1,7,18-JOB
195,“From,1,7,18-JOB
196,wandering,1,7,18-JOB
197,on,1,7,18-JOB
198,the,1,7,18-JOB
199,"earth,",1,7,18-JOB
200,from,1,7,18-JOB
201,going,1,7,18-JOB
202,back,1,7,18-JOB
203,and,1,7,18-JOB
204,forth,1,7,18-JOB
205,on,1,7,18-JOB
206,it.”,1,7,18-JOB
207,Yahweh,1,8,18-JOB
208,said,1,8,18-JOB
209,to,1,8,18-JOB
210,"Satan,",1,8,18-JOB
211,“Have,1,8,18-JOB
212,you,1,8,18-JOB
213,considered,1,8,18-JOB
214,my,1,8,18-JOB
215,servant,1,8,18-JOB
216,Job?,1,8,18-JOB
217,For,1,8,18-JOB
218,there,1,8,18-JOB
219,is,1,8,18-JOB
220,no,1,8,18-JOB
221,one,1,8,18-JOB
222,like,1,8,18-JOB
223,him,1,8,18-JOB
224,on,1,8,18-JOB
225,the,1,8,18-JOB
226,"earth,",1,8,18-JOB
227,a,1,8,18-JOB
228,blameless,1,8,18-JOB
229,and,1,8,18-JOB
230,upright,1,8,18-JOB
231,"man,",1,8,18-JOB
232,one,1,8,18-JOB
233,who,1,8,18-JOB
234,fears,1,8,18-JOB
235,God,1,8,18-JOB
236,and,1,8,18-JOB
237,turns,1,8,18-JOB
238,from,1,8,18-JOB
239,evil.”,1,8,18-JOB
240,Then,1,9,18-JOB
241,Satan,1,9,18-JOB
242,answered,1,9,18-JOB
243,Yahweh,1,9,18-JOB
244,and,1,9,18-JOB
245,"said,",1,9,18-JOB
246,“Does,1,9,18-JOB
247,Job,1,9,18-JOB
248,fear,1,9,18-JOB
249,God,1,9,18-JOB
250,without,1,9,18-JOB
251,reason?,1,9,18-JOB
252,Have,1,10,18-JOB
253,you,1,10,18-JOB
254,not,1,10,18-JOB
255,put,1,10,18-JOB
256,a,1,10,18-JOB
257,barrier,1,10,18-JOB
258,around,1,10,18-JOB
259,"him,",1,10,18-JOB
260,around,1,10,18-JOB
261,his,1,10,18-JOB
262,"house,",1,10,18-JOB
263,and,1,10,18-JOB
264,around,1,10,18-JOB
265,all,1,10,18-JOB
266,that,1,10,18-JOB
267,is,1,10,18-JOB
268,his,1,10,18-JOB
269,from,1,10,18-JOB
270,every,1,10,18-JOB
271,side?,1,10,18-JOB
272,You,1,10,18-JOB
273,have,1,10,18-JOB
274,blessed,1,10,18-JOB
275,the,1,10,18-JOB
276,deeds,1,10,18-JOB
277,of,1,10,18-JOB
278,his,1,10,18-JOB
279,"hands,",1,10,18-JOB
280,and,1,10,18-JOB
281,his,1,10,18-JOB
282,cattle,1,10,18-JOB
283,have,1,10,18-JOB
284,burst,1,10,18-JOB
285,forth,1,10,18-JOB
286,in,1,10,18-JOB
287,the,1,10,18-JOB
288,land.,1,10,18-JOB
289,But,1,11,18-JOB
290,now,1,11,18-JOB
291,stretch,1,11,18-JOB
292,out,1,11,18-JOB
293,your,1,11,18-JOB
294,hand,1,11,18-JOB
295,and,1,11,18-JOB
296,touch,1,11,18-JOB
297,all,1,11,18-JOB
298,that,1,11,18-JOB
299,he,1,11,18-JOB
300,"has,",1,11,18-JOB
301,and,1,11,18-JOB
302,see,1,11,18-JOB
303,if,1,11,18-JOB
304,he,1,11,18-JOB
305,does,1,11,18-JOB
306,not,1,11,18-JOB
307,curse,1,11,18-JOB
308,you,1,11,18-JOB
309,to,1,11,18-JOB
310,your,1,11,18-JOB
311,face.”,1,11,18-JOB
312,Yahweh,1,12,18-JOB
313,said,1,12,18-JOB
314,to,1,12,18-JOB
315,"Satan,",1,12,18-JOB
316,"“Behold,",1,12,18-JOB
317,all,1,12,18-JOB
318,that,1,12,18-JOB
319,he,1,12,18-JOB
320,has,1,12,18-JOB
321,is,1,12,18-JOB
322,in,1,12,18-JOB
323,your,1,12,18-JOB
324,hand.,1,12,18-JOB
325,Only,1,12,18-JOB
326,against,1,12,18-JOB
327,him,1,12,18-JOB
328,himself,1,12,18-JOB
329,do,1,12,18-JOB
330,not,1,12,18-JOB
331,stretch,1,12,18-JOB
332,out,1,12,18-JOB
333,your,1,12,18-JOB
334,hand.”,1,12,18-JOB
335,Then,1,12,18-JOB
336,Satan,1,12,18-JOB
337,went,1,12,18-JOB
338,away,1,12,18-JOB
339,from,1,12,18-JOB
340,the,1,12,18-JOB
341,presence,1,12,18-JOB
342,of,1,12,18-JOB
343,Yahweh.,1,12,18-JOB
344,\p,1,12,18-JOB
345,It,1,13,18-JOB
346,came,1,13,18-JOB
347,about,1,13,18-JOB
348,that,1,13,18-JOB
349,on,1,13,18-JOB
350,a,1,13,18-JOB
351,certain,1,13,18-JOB
352,"day,",1,13,18-JOB
353,his,1,13,18-JOB
354,sons,1,13,18-JOB
355,and,1,13,18-JOB
356,his,1,13,18-JOB
357,daughters,1,13,18-JOB
358,were,1,13,18-JOB
359,eating,1,13,18-JOB
360,and,1,13,18-JOB
361,drinking,1,13,18-JOB
362,wine,1,13,18-JOB
363,in,1,13,18-JOB
364,their,1,13,18-JOB
365,oldest,1,13,18-JOB
366,brother’s,1,13,18-JOB
367,house.,1,13,18-JOB
368,A,1,14,18-JOB
369,messenger,1,14,18-JOB
370,came,1,14,18-JOB
371,to,1,14,18-JOB
372,Job,1,14,18-JOB
373,and,1,14,18-JOB
374,"said,",1,14,18-JOB
375,“The,1,14,18-JOB
376,oxen,1,14,18-JOB
377,were,1,14,18-JOB
378,plowing,1,14,18-JOB
379,and,1,14,18-JOB
380,the,1,14,18-JOB
381,donkeys,1,14,18-JOB
382,were,1,14,18-JOB
383,feeding,1,14,18-JOB
384,beside,1,14,18-JOB
385,them.,1,14,18-JOB
386,Then,1,15,18-JOB
387,the,1,15,18-JOB
388,Sabeans,1,15,18-JOB
389,fell,1,15,18-JOB
390,on,1,15,18-JOB
391,them,1,15,18-JOB
392,and,1,15,18-JOB
393,took,1,15,18-JOB
394,them,1,15,18-JOB
395,away.,1,15,18-JOB
396,As,1,15,18-JOB
397,for,1,15,18-JOB
398,the,1,15,18-JOB
399,"servants,",1,15,18-JOB
400,they,1,15,18-JOB
401,have,1,15,18-JOB
402,struck,1,15,18-JOB
403,them,1,15,18-JOB
404,with,1,15,18-JOB
405,the,1,15,18-JOB
406,edge,1,15,18-JOB
407,of,1,15,18-JOB
408,the,1,15,18-JOB
409,sword.,1,15,18-JOB
410,I,1,15,18-JOB
411,alone,1,15,18-JOB
412,have,1,15,18-JOB
413,escaped,1,15,18-JOB
414,to,1,15,18-JOB
415,tell,1,15,18-JOB
416,you.”,1,15,18-JOB
417,While,1,16,18-JOB
418,he,1,16,18-JOB
419,was,1,16,18-JOB
420,still,1,16,18-JOB
421,"speaking,",1,16,18-JOB
422,another,1,16,18-JOB
423,also,1,16,18-JOB
424,came,1,16,18-JOB
425,and,1,16,18-JOB
426,"said,",1,16,18-JOB
427,“The,1,16,18-JOB
428,fire,1,16,18-JOB
429,of,1,16,18-JOB
430,God,1,16,18-JOB
431,fell,1,16,18-JOB
432,from,1,16,18-JOB
433,the,1,16,18-JOB
434,heavens,1,16,18-JOB
435,and,1,16,18-JOB
436,burned,1,16,18-JOB
437,up,1,16,18-JOB
438,the,1,16,18-JOB
439,sheep,1,16,18-JOB
440,and,1,16,18-JOB
441,the,1,16,18-JOB
442,servants.,1,16,18-JOB
443,I,1,16,18-JOB
444,alone,1,16,18-JOB
445,have,1,16,18-JOB
446,escaped,1,16,18-JOB
447,to,1,16,18-JOB
448,tell,1,16,18-JOB
449,you.”,1,16,18-JOB
450,While,1,17,18-JOB
451,he,1,17,18-JOB
452,was,1,17,18-JOB
453,still,1,17,18-JOB
454,"speaking,",1,17,18-JOB
455,another,1,17,18-JOB
456,also,1,17,18-JOB
457,came,1,17,18-JOB
458,and,1,17,18-JOB
459,"said,",1,17,18-JOB
460,“The,1,17,18-JOB
461,Chaldeans,1,17,18-JOB
462,formed,1,17,18-JOB
463,three,1,17,18-JOB
464,"groups,",1,17,18-JOB
465,attacked,1,17,18-JOB
466,the,1,17,18-JOB
467,"camels,",1,17,18-JOB
468,and,1,17,18-JOB
469,have,1,17,18-JOB
470,taken,1,17,18-JOB
471,them,1,17,18-JOB
472,away.,1,17,18-JOB
473,As,1,17,18-JOB
474,for,1,17,18-JOB
475,the,1,17,18-JOB
476,"servants,",1,17,18-JOB
477,they,1,17,18-JOB
478,have,1,17,18-JOB
479,struck,1,17,18-JOB
480,them,1,17,18-JOB
481,with,1,17,18-JOB
482,the,1,17,18-JOB
483,edge,1,17,18-JOB
484,of,1,17,18-JOB
485,the,1,17,18-JOB
486,sword.,1,17,18-JOB
487,I,1,17,18-JOB
488,alone,1,17,18-JOB
489,have,1,17,18-JOB
490,escaped,1,17,18-JOB
491,to,1,17,18-JOB
492,tell,1,17,18-JOB
493,you.”,1,17,18-JOB
494,While,1,18,18-JOB
495,he,1,18,18-JOB
496,was,1,18,18-JOB
497,yet,1,18,18-JOB
498,"speaking,",1,18,18-JOB
499,another,1,18,18-JOB
500,also,1,18,18-JOB
501,came,1,18,18-JOB
502,and,1,18,18-JOB
503,"said,",1,18,18-JOB
504,“Your,1,18,18-JOB
505,sons,1,18,18-JOB
506,and,1,18,18-JOB
507,your,1,18,18-JOB
508,daughters,1,18,18-JOB
509,were,1,18,18-JOB
510,eating,1,18,18-JOB
511,and,1,18,18-JOB
512,drinking,1,18,18-JOB
513,wine,1,18,18-JOB
514,in,1,18,18-JOB
515,their,1,18,18-JOB
