,token,alg,alg_id,chapter,verse,book
0,"\w Peter|x-occurrence=""1"" x-occurrences=""1""","['\\zaln-s |x-strong=""G40740"" x-lemma=""πέτρος"" x-morph=""Gr,N,,,,,NMS,"" x-occurrence=""1"" x-occurrences=""1"" x-content=""Πέτρος""\\*']",61-1PE-1,1,1,61-1PE
1,,"['\\zaln-s |x-strong=""G40740"" x-lemma=""πέτρος"" x-morph=""Gr,N,,,,,NMS,"" x-occurrence=""1"" x-occurrences=""1"" x-content=""Πέτρος""\\*']",61-1PE-1,1,1,61-1PE
2,", \w an|x-occurrence=""1"" x-occurrences=""1""","['\\zaln-s |x-strong=""G06520"" x-lemma=""ἀπόστολος"" x-morph=""Gr,N,,,,,NMS,"" x-occurrence=""1"" x-occurrences=""1"" x-content=""ἀπόστολος""\\*']",61-1PE-2,1,1,61-1PE
3," \w apostle|x-occurrence=""1"" x-occurrences=""1""","['\\zaln-s |x-strong=""G06520"" x-lemma=""ἀπόστολος"" x-morph=""Gr,N,,,,,NMS,"" x-occurrence=""1"" x-occurrences=""1"" x-content=""ἀπόστολος""\\*']",61-1PE-2,1,1,61-1PE
4,,"['\\zaln-s |x-strong=""G06520"" x-lemma=""ἀπόστολος"" x-morph=""Gr,N,,,,,NMS,"" x-occurrence=""1"" x-occurrences=""1"" x-content=""ἀπόστολος""\\*']",61-1PE-2,1,1,61-1PE
5," \w of|x-occurrence=""1"" x-occurrences=""2""","['\\zaln-s |x-strong=""G24240"" x-lemma=""Ἰησοῦς"" x-morph=""Gr,N,,,,,GMS,"" x-occurrence=""1"" x-occurrences=""1"" x-content=""Ἰησοῦ""\\*']",61-1PE-3,1,1,61-1PE
6," \w Jesus|x-occurrence=""1"" x-occurrences=""1""","['\\zaln-s |x-strong=""G24240"" x-lemma=""Ἰησοῦς"" x-morph=""Gr,N,,,,,GMS,"" x-occurrence=""1"" x-occurrences=""1"" x-content=""Ἰησοῦ""\\*']",61-1PE-3,1,1,61-1PE
7,,"['\\zaln-s |x-strong=""G24240"" x-lemma=""Ἰησοῦς"" x-morph=""Gr,N,,,,,GMS,"" x-occurrence=""1"" x-occurrences=""1"" x-content=""Ἰησοῦ""\\*']",61-1PE-3,1,1,61-1PE
8," \w Christ|x-occurrence=""1"" x-occurrences=""1""","['\\zaln-s |x-strong=""G55470"" x-lemma=""χριστός"" x-morph=""Gr,N,,,,,GMS,"" x-occurrence=""1"" x-occurrences=""1"" x-content=""Χριστοῦ""\\*']",61-1PE-4,1,1,61-1PE
9,,"['\\zaln-s |x-strong=""G55470"" x-lemma=""χριστός"" x-morph=""Gr,N,,,,,GMS,"" x-occurrence=""1"" x-occurrences=""1"" x-content=""Χριστοῦ""\\*']",61-1PE-4,1,1,61-1PE
