,token,chapter,verse,book
0,The,1,1,23-ISA
1,vision,1,1,23-ISA
2,of,1,1,23-ISA
3,Isaiah,1,1,23-ISA
4,son,1,1,23-ISA
5,of,1,1,23-ISA
6,"Amoz,",1,1,23-ISA
7,that,1,1,23-ISA
8,he,1,1,23-ISA
9,saw,1,1,23-ISA
10,concerning,1,1,23-ISA
11,Judah,1,1,23-ISA
12,and,1,1,23-ISA
13,"Jerusalem,",1,1,23-ISA
14,in,1,1,23-ISA
15,the,1,1,23-ISA
16,days,1,1,23-ISA
17,of,1,1,23-ISA
18,"Uzziah,",1,1,23-ISA
19,"Jotham,",1,1,23-ISA
20,"Ahaz,",1,1,23-ISA
21,and,1,1,23-ISA
22,"Hezekiah,",1,1,23-ISA
23,kings,1,1,23-ISA
24,of,1,1,23-ISA
25,Judah.,1,1,23-ISA
26,\q1,1,1,23-ISA
27,"Hear,",1,2,23-ISA
28,"heavens,",1,2,23-ISA
29,and,1,2,23-ISA
30,give,1,2,23-ISA
31,"ear,",1,2,23-ISA
32,earth;,1,2,23-ISA
33,for,1,2,23-ISA
34,Yahweh,1,2,23-ISA
35,has,1,2,23-ISA
36,spoken:,1,2,23-ISA
37,\q1,1,2,23-ISA
38,“I,1,2,23-ISA
39,have,1,2,23-ISA
40,nourished,1,2,23-ISA
41,and,1,2,23-ISA
42,brought,1,2,23-ISA
43,up,1,2,23-ISA
44,"children,",1,2,23-ISA
45,but,1,2,23-ISA
46,they,1,2,23-ISA
47,have,1,2,23-ISA
48,rebelled,1,2,23-ISA
49,against,1,2,23-ISA
50,me.,1,2,23-ISA
51,\q1,1,2,23-ISA
52,The,1,3,23-ISA
53,ox,1,3,23-ISA
54,knows,1,3,23-ISA
55,his,1,3,23-ISA
56,"owner,",1,3,23-ISA
57,and,1,3,23-ISA
58,the,1,3,23-ISA
59,donkey,1,3,23-ISA
60,his,1,3,23-ISA
61,master’s,1,3,23-ISA
62,feeding,1,3,23-ISA
63,"trough,",1,3,23-ISA
64,\q1,1,3,23-ISA
65,but,1,3,23-ISA
66,Israel,1,3,23-ISA
67,does,1,3,23-ISA
68,not,1,3,23-ISA
69,"know,",1,3,23-ISA
70,Israel,1,3,23-ISA
71,does,1,3,23-ISA
72,not,1,3,23-ISA
73,understand.”,1,3,23-ISA
74,\q1,1,3,23-ISA
75,Woe!,1,4,23-ISA
76,"Nation,",1,4,23-ISA
77,"sinners,",1,4,23-ISA
78,a,1,4,23-ISA
79,people,1,4,23-ISA
80,weighed,1,4,23-ISA
81,down,1,4,23-ISA
82,with,1,4,23-ISA
83,"iniquity,",1,4,23-ISA
84,\q1,1,4,23-ISA
85,offspring,1,4,23-ISA
86,of,1,4,23-ISA
87,"evildoers,",1,4,23-ISA
88,sons,1,4,23-ISA
89,who,1,4,23-ISA
90,act,1,4,23-ISA
91,corruptly!,1,4,23-ISA
92,\q1,1,4,23-ISA
93,They,1,4,23-ISA
94,have,1,4,23-ISA
95,abandoned,1,4,23-ISA
96,"Yahweh,",1,4,23-ISA
97,they,1,4,23-ISA
98,have,1,4,23-ISA
99,despised,1,4,23-ISA
100,the,1,4,23-ISA
101,Holy,1,4,23-ISA
102,One,1,4,23-ISA
103,of,1,4,23-ISA
104,"Israel,",1,4,23-ISA
105,\q1,1,4,23-ISA
106,they,1,4,23-ISA
107,have,1,4,23-ISA
108,estranged,1,4,23-ISA
109,themselves,1,4,23-ISA
110,from,1,4,23-ISA
111,him.,1,4,23-ISA
112,\q1,1,4,23-ISA
113,Why,1,5,23-ISA
114,are,1,5,23-ISA
115,you,1,5,23-ISA
116,still,1,5,23-ISA
117,being,1,5,23-ISA
118,beaten?,1,5,23-ISA
119,Why,1,5,23-ISA
120,do,1,5,23-ISA
121,you,1,5,23-ISA
122,rebel,1,5,23-ISA
123,more,1,5,23-ISA
124,and,1,5,23-ISA
125,more?,1,5,23-ISA
126,\q1,1,5,23-ISA
127,The,1,5,23-ISA
128,whole,1,5,23-ISA
129,head,1,5,23-ISA
130,is,1,5,23-ISA
131,"sick,",1,5,23-ISA
132,the,1,5,23-ISA
133,whole,1,5,23-ISA
134,heart,1,5,23-ISA
135,is,1,5,23-ISA
136,weak.,1,5,23-ISA
137,\q1,1,5,23-ISA
138,From,1,6,23-ISA
139,the,1,6,23-ISA
140,sole,1,6,23-ISA
141,of,1,6,23-ISA
142,the,1,6,23-ISA
143,foot,1,6,23-ISA
144,to,1,6,23-ISA
145,the,1,6,23-ISA
146,head,1,6,23-ISA
147,there,1,6,23-ISA
148,is,1,6,23-ISA
149,no,1,6,23-ISA
150,part,1,6,23-ISA
151,unharmed;,1,6,23-ISA
152,only,1,6,23-ISA
153,"wounds,",1,6,23-ISA
154,and,1,6,23-ISA
155,"bruises,",1,6,23-ISA
156,and,1,6,23-ISA
157,fresh,1,6,23-ISA
158,open,1,6,23-ISA
159,wounds;,1,6,23-ISA
160,\q1,1,6,23-ISA
161,they,1,6,23-ISA
162,have,1,6,23-ISA
163,not,1,6,23-ISA
164,been,1,6,23-ISA
165,"closed,",1,6,23-ISA
166,"cleansed,",1,6,23-ISA
167,"bandaged,",1,6,23-ISA
168,nor,1,6,23-ISA
169,treated,1,6,23-ISA
170,with,1,6,23-ISA
171,oil.,1,6,23-ISA
172,\q1,1,6,23-ISA
173,Your,1,7,23-ISA
174,country,1,7,23-ISA
175,is,1,7,23-ISA
176,ruined;,1,7,23-ISA
177,your,1,7,23-ISA
178,cities,1,7,23-ISA
179,are,1,7,23-ISA
180,burned;,1,7,23-ISA
181,\q1,1,7,23-ISA
182,your,1,7,23-ISA
183,fields—in,1,7,23-ISA
184,your,1,7,23-ISA
185,"presence,",1,7,23-ISA
186,strangers,1,7,23-ISA
187,are,1,7,23-ISA
188,destroying,1,7,23-ISA
189,them—,1,7,23-ISA
190,\q1,1,7,23-ISA
191,abandoned,1,7,23-ISA
192,"devastation,",1,7,23-ISA
193,overthrown,1,7,23-ISA
194,by,1,7,23-ISA
195,strangers.,1,7,23-ISA
196,\q1,1,7,23-ISA
197,The,1,8,23-ISA
198,daughter,1,8,23-ISA
199,of,1,8,23-ISA
200,Zion,1,8,23-ISA
201,is,1,8,23-ISA
202,left,1,8,23-ISA
203,like,1,8,23-ISA
204,a,1,8,23-ISA
205,hut,1,8,23-ISA
206,in,1,8,23-ISA
207,a,1,8,23-ISA
208,"vineyard,",1,8,23-ISA
209,\q1,1,8,23-ISA
210,like,1,8,23-ISA
211,a,1,8,23-ISA
212,shed,1,8,23-ISA
213,in,1,8,23-ISA
214,a,1,8,23-ISA
215,garden,1,8,23-ISA
216,of,1,8,23-ISA
217,"cucumbers,",1,8,23-ISA
218,like,1,8,23-ISA
219,a,1,8,23-ISA
220,besieged,1,8,23-ISA
221,city.,1,8,23-ISA
222,\q1,1,8,23-ISA
223,If,1,9,23-ISA
224,Yahweh,1,9,23-ISA
225,of,1,9,23-ISA
226,hosts,1,9,23-ISA
227,had,1,9,23-ISA
228,not,1,9,23-ISA
229,left,1,9,23-ISA
230,for,1,9,23-ISA
231,us,1,9,23-ISA
232,a,1,9,23-ISA
233,small,1,9,23-ISA
234,"remnant,",1,9,23-ISA
235,\q1,1,9,23-ISA
236,we,1,9,23-ISA
237,would,1,9,23-ISA
238,have,1,9,23-ISA
239,been,1,9,23-ISA
240,like,1,9,23-ISA
241,"Sodom,",1,9,23-ISA
242,we,1,9,23-ISA
243,would,1,9,23-ISA
244,have,1,9,23-ISA
245,been,1,9,23-ISA
246,like,1,9,23-ISA
247,Gomorrah.,1,9,23-ISA
248,\q1,1,9,23-ISA
249,Hear,1,10,23-ISA
250,the,1,10,23-ISA
251,word,1,10,23-ISA
252,of,1,10,23-ISA
253,"Yahweh,",1,10,23-ISA
254,you,1,10,23-ISA
255,rulers,1,10,23-ISA
256,of,1,10,23-ISA
257,Sodom;,1,10,23-ISA
258,\q1,1,10,23-ISA
259,listen,1,10,23-ISA
260,to,1,10,23-ISA
261,the,1,10,23-ISA
262,law,1,10,23-ISA
263,of,1,10,23-ISA
264,our,1,10,23-ISA
265,"God,",1,10,23-ISA
266,you,1,10,23-ISA
267,people,1,10,23-ISA
268,of,1,10,23-ISA
269,Gomorrah:,1,10,23-ISA
270,\q1,1,10,23-ISA
271,“What,1,11,23-ISA
272,is,1,11,23-ISA
273,the,1,11,23-ISA
274,multitude,1,11,23-ISA
275,of,1,11,23-ISA
276,your,1,11,23-ISA
277,sacrifices,1,11,23-ISA
278,to,1,11,23-ISA
279,me?”,1,11,23-ISA
280,says,1,11,23-ISA
281,Yahweh.,1,11,23-ISA
282,\q1,1,11,23-ISA
283,“I,1,11,23-ISA
284,have,1,11,23-ISA
285,had,1,11,23-ISA
286,enough,1,11,23-ISA
287,of,1,11,23-ISA
288,the,1,11,23-ISA
289,burnt,1,11,23-ISA
290,offerings,1,11,23-ISA
291,of,1,11,23-ISA
292,"rams,",1,11,23-ISA
293,and,1,11,23-ISA
294,the,1,11,23-ISA
295,fat,1,11,23-ISA
296,of,1,11,23-ISA
297,fatted,1,11,23-ISA
298,beasts;,1,11,23-ISA
299,\q1,1,11,23-ISA
300,and,1,11,23-ISA
301,in,1,11,23-ISA
302,the,1,11,23-ISA
303,blood,1,11,23-ISA
304,of,1,11,23-ISA
305,"bulls,",1,11,23-ISA
306,"lambs,",1,11,23-ISA
307,or,1,11,23-ISA
308,goats,1,11,23-ISA
309,I,1,11,23-ISA
310,do,1,11,23-ISA
311,not,1,11,23-ISA
312,delight.,1,11,23-ISA
313,\q1,1,11,23-ISA
314,When,1,12,23-ISA
315,you,1,12,23-ISA
316,come,1,12,23-ISA
317,to,1,12,23-ISA
318,appear,1,12,23-ISA
319,before,1,12,23-ISA
320,"me,",1,12,23-ISA
321,\q1,1,12,23-ISA
322,who,1,12,23-ISA
323,has,1,12,23-ISA
324,required,1,12,23-ISA
325,this,1,12,23-ISA
326,of,1,12,23-ISA
327,"you,",1,12,23-ISA
328,to,1,12,23-ISA
329,trample,1,12,23-ISA
330,my,1,12,23-ISA
331,courts?,1,12,23-ISA
332,\q1,1,12,23-ISA
333,Bring,1,13,23-ISA
334,no,1,13,23-ISA
335,more,1,13,23-ISA
336,meaningless,1,13,23-ISA
337,offerings;,1,13,23-ISA
338,incense,1,13,23-ISA
339,is,1,13,23-ISA
340,an,1,13,23-ISA
341,abomination,1,13,23-ISA
342,to,1,13,23-ISA
343,me;,1,13,23-ISA
344,\q1,1,13,23-ISA
345,your,1,13,23-ISA
346,new,1,13,23-ISA
347,moon,1,13,23-ISA
348,and,1,13,23-ISA
349,Sabbath,1,13,23-ISA
350,assemblies—I,1,13,23-ISA
351,cannot,1,13,23-ISA
352,tolerate,1,13,23-ISA
353,these,1,13,23-ISA
354,wicked,1,13,23-ISA
355,assemblies.,1,13,23-ISA
356,\q1,1,13,23-ISA
357,I,1,14,23-ISA
358,hate,1,14,23-ISA
359,your,1,14,23-ISA
360,new,1,14,23-ISA
361,moons,1,14,23-ISA
362,and,1,14,23-ISA
363,your,1,14,23-ISA
364,appointed,1,14,23-ISA
365,feasts;,1,14,23-ISA
366,\q1,1,14,23-ISA
367,they,1,14,23-ISA
368,are,1,14,23-ISA
369,a,1,14,23-ISA
370,burden,1,14,23-ISA
371,to,1,14,23-ISA
372,me;,1,14,23-ISA
373,I,1,14,23-ISA
374,am,1,14,23-ISA
375,tired,1,14,23-ISA
376,of,1,14,23-ISA
377,enduring,1,14,23-ISA
378,them.,1,14,23-ISA
379,\q1,1,14,23-ISA
380,So,1,15,23-ISA
381,when,1,15,23-ISA
382,you,1,15,23-ISA
383,spread,1,15,23-ISA
384,out,1,15,23-ISA
385,your,1,15,23-ISA
386,hands,1,15,23-ISA
387,in,1,15,23-ISA
388,"prayer,",1,15,23-ISA
389,I,1,15,23-ISA
390,hide,1,15,23-ISA
391,my,1,15,23-ISA
392,eyes,1,15,23-ISA
393,from,1,15,23-ISA
394,you;,1,15,23-ISA
395,\q1,1,15,23-ISA
396,even,1,15,23-ISA
397,though,1,15,23-ISA
398,you,1,15,23-ISA
399,offer,1,15,23-ISA
400,many,1,15,23-ISA
401,"prayers,",1,15,23-ISA
402,I,1,15,23-ISA
403,will,1,15,23-ISA
404,not,1,15,23-ISA
405,listen;,1,15,23-ISA
406,\q1,1,15,23-ISA
407,your,1,15,23-ISA
408,hands,1,15,23-ISA
409,are,1,15,23-ISA
410,full,1,15,23-ISA
411,of,1,15,23-ISA
412,blood.,1,15,23-ISA
413,\q1,1,15,23-ISA
414,"Wash,",1,16,23-ISA
415,cleanse,1,16,23-ISA
416,yourselves;,1,16,23-ISA
417,\q1,1,16,23-ISA
418,remove,1,16,23-ISA
419,the,1,16,23-ISA
420,evil,1,16,23-ISA
421,of,1,16,23-ISA
422,your,1,16,23-ISA
423,deeds,1,16,23-ISA
424,from,1,16,23-ISA
425,my,1,16,23-ISA
426,sight;,1,16,23-ISA
427,\q1,1,16,23-ISA
428,stop,1,16,23-ISA
429,being,1,16,23-ISA
430,evil;,1,16,23-ISA
431,\q1,1,16,23-ISA
432,learn,1,17,23-ISA
433,to,1,17,23-ISA
434,do,1,17,23-ISA
435,good;,1,17,23-ISA
436,\q1,1,17,23-ISA
437,seek,1,17,23-ISA
438,"justice,",1,17,23-ISA
439,make,1,17,23-ISA
440,straight,1,17,23-ISA
441,the,1,17,23-ISA
442,"oppression,",1,17,23-ISA
443,\f,1,17,23-ISA
444,+,1,17,23-ISA
445,Instead,1,17,23-ISA
446,of,1,17,23-ISA
447,\fqa,1,17,23-ISA
448,make,1,17,23-ISA
449,straight,1,17,23-ISA
450,the,1,17,23-ISA
451,oppression,1,17,23-ISA
452,\fqa*,1,17,23-ISA
453,",",1,17,23-ISA
454,some,1,17,23-ISA
455,versions,1,17,23-ISA
456,have,1,17,23-ISA
457,\fqa,1,17,23-ISA
458,help,1,17,23-ISA
459,the,1,17,23-ISA
460,oppressed,1,17,23-ISA
461,\fqa*,1,17,23-ISA
462,.,1,17,23-ISA
463,\f*,1,17,23-ISA
464,\q1,1,17,23-ISA
465,give,1,17,23-ISA
466,justice,1,17,23-ISA
467,to,1,17,23-ISA
468,the,1,17,23-ISA
469,"fatherless,",1,17,23-ISA
470,defend,1,17,23-ISA
471,the,1,17,23-ISA
472,widow.”,1,17,23-ISA
473,\q1,1,17,23-ISA
474,“Come,1,18,23-ISA
475,"now,",1,18,23-ISA
476,and,1,18,23-ISA
477,let,1,18,23-ISA
478,us,1,18,23-ISA
479,reason,1,18,23-ISA
480,"together,”",1,18,23-ISA
481,says,1,18,23-ISA
482,Yahweh;,1,18,23-ISA
483,\q1,1,18,23-ISA
484,“though,1,18,23-ISA
485,your,1,18,23-ISA
486,sins,1,18,23-ISA
487,are,1,18,23-ISA
488,like,1,18,23-ISA
489,"scarlet,",1,18,23-ISA
490,they,1,18,23-ISA
491,will,1,18,23-ISA
492,be,1,18,23-ISA
493,white,1,18,23-ISA
494,like,1,18,23-ISA
495,snow;,1,18,23-ISA
496,\q1,1,18,23-ISA
497,though,1,18,23-ISA
498,they,1,18,23-ISA
499,are,1,18,23-ISA
500,red,1,18,23-ISA
501,like,1,18,23-ISA
502,"crimson,",1,18,23-ISA
503,they,1,18,23-ISA
504,will,1,18,23-ISA
505,be,1,18,23-ISA
506,like,1,18,23-ISA
507,wool.,1,18,23-ISA
508,\q1,1,18,23-ISA
509,If,1,19,23-ISA
510,you,1,19,23-ISA
511,are,1,19,23-ISA
512,willing,1,19,23-ISA
513,and,1,19,23-ISA
514,"obedient,",1,19,23-ISA
515,you,1,19,23-ISA
516,will,1,19,23-ISA
517,eat,1,19,23-ISA
518,the,1,19,23-ISA
519,good,1,19,23-ISA
520,of,1,19,23-ISA
521,the,1,19,23-ISA
522,"land,",1,19,23-ISA
523,\q1,1,19,23-ISA
524,but,1,20,23-ISA
525,if,1,20,23-ISA
526,you,1,20,23-ISA
527,refuse,1,20,23-ISA
528,and,1,20,23-ISA
529,"rebel,",1,20,23-ISA
530,the,1,20,23-ISA
531,sword,1,20,23-ISA
532,will,1,20,23-ISA
533,devour,1,20,23-ISA
534,"you,”",1,20,23-ISA
535,\q1,1,20,23-ISA
536,for,1,20,23-ISA
537,the,1,20,23-ISA
538,mouth,1,20,23-ISA
539,of,1,20,23-ISA
540,Yahweh,1,20,23-ISA
541,has,1,20,23-ISA
542,spoken,1,20,23-ISA
543,it.,1,20,23-ISA
544,\q1,1,20,23-ISA
545,How,1,21,23-ISA
546,the,1,21,23-ISA
547,faithful,1,21,23-ISA
548,city,1,21,23-ISA
549,has,1,21,23-ISA
550,become,1,21,23-ISA
551,a,1,21,23-ISA
552,prostitute!,1,21,23-ISA
553,\q1,1,21,23-ISA
554,She,1,21,23-ISA
555,who,1,21,23-ISA
556,was,1,21,23-ISA
557,full,1,21,23-ISA
558,of,1,21,23-ISA
559,justice—she,1,21,23-ISA
560,was,1,21,23-ISA
561,full,1,21,23-ISA
562,of,1,21,23-ISA
563,"righteousness,",1,21,23-ISA
564,\q1,1,21,23-ISA
565,but,1,21,23-ISA
566,now,1,21,23-ISA
567,she,1,21,23-ISA
568,is,1,21,23-ISA
569,full,1,21,23-ISA
570,of,1,21,23-ISA
571,murderers.,1,21,23-ISA
572,\q1,1,21,23-ISA
573,Your,1,22,23-ISA
574,silver,1,22,23-ISA
575,has,1,22,23-ISA
576,become,1,22,23-ISA
577,"impure,",1,22,23-ISA
578,your,1,22,23-ISA
579,wine,1,22,23-ISA
580,mixed,1,22,23-ISA
581,with,1,22,23-ISA
582,water.,1,22,23-ISA
583,\q1,1,22,23-ISA
584,Your,1,23,23-ISA
585,princes,1,23,23-ISA
586,are,1,23,23-ISA
587,rebels,1,23,23-ISA
588,and,1,23,23-ISA
589,companions,1,23,23-ISA
590,of,1,23,23-ISA
591,thieves;,1,23,23-ISA
592,\q1,1,23,23-ISA
593,everyone,1,23,23-ISA
594,loves,1,23,23-ISA
595,bribes,1,23,23-ISA
596,and,1,23,23-ISA
597,runs,1,23,23-ISA
598,after,1,23,23-ISA
599,payoffs.,1,23,23-ISA
600,\q1,1,23,23-ISA
601,They,1,23,23-ISA
602,do,1,23,23-ISA
603,not,1,23,23-ISA
604,defend,1,23,23-ISA
605,the,1,23,23-ISA
606,"fatherless,",1,23,23-ISA
607,nor,1,23,23-ISA
608,does,1,23,23-ISA
609,the,1,23,23-ISA
610,widow’s,1,23,23-ISA
611,legal,1,23,23-ISA
612,plea,1,23,23-ISA
613,come,1,23,23-ISA
614,before,1,23,23-ISA
615,them.,1,23,23-ISA
616,\q1,1,23,23-ISA
617,Therefore,1,24,23-ISA
618,this,1,24,23-ISA
619,is,1,24,23-ISA
620,the,1,24,23-ISA
621,declaration,1,24,23-ISA
622,of,1,24,23-ISA
623,the,1,24,23-ISA
624,Lord,1,24,23-ISA
625,Yahweh,1,24,23-ISA
626,of,1,24,23-ISA
627,"hosts,",1,24,23-ISA
628,the,1,24,23-ISA
629,Mighty,1,24,23-ISA
630,One,1,24,23-ISA
631,of,1,24,23-ISA
632,Israel:,1,24,23-ISA
633,\q1,1,24,23-ISA
634,“Woe,1,24,23-ISA
635,to,1,24,23-ISA
636,them!,1,24,23-ISA
637,I,1,24,23-ISA
638,will,1,24,23-ISA
639,take,1,24,23-ISA
640,vengeance,1,24,23-ISA
641,against,1,24,23-ISA
642,my,1,24,23-ISA
643,"adversaries,",1,24,23-ISA
644,and,1,24,23-ISA
645,avenge,1,24,23-ISA
646,myself,1,24,23-ISA
647,against,1,24,23-ISA
648,my,1,24,23-ISA
649,enemies;,1,24,23-ISA
650,\q1,1,24,23-ISA
651,I,1,25,23-ISA
652,will,1,25,23-ISA
653,turn,1,25,23-ISA
654,my,1,25,23-ISA
655,hand,1,25,23-ISA
656,against,1,25,23-ISA
657,"you,",1,25,23-ISA
658,\q1,1,25,23-ISA
659,refine,1,25,23-ISA
660,away,1,25,23-ISA
661,your,1,25,23-ISA
662,dross,1,25,23-ISA
663,as,1,25,23-ISA
664,with,1,25,23-ISA
665,"lye,",1,25,23-ISA
666,and,1,25,23-ISA
667,take,1,25,23-ISA
668,away,1,25,23-ISA
669,all,1,25,23-ISA
670,your,1,25,23-ISA
671,dross.,1,25,23-ISA
672,\q1,1,25,23-ISA
673,I,1,26,23-ISA
674,will,1,26,23-ISA
675,restore,1,26,23-ISA
676,your,1,26,23-ISA
677,judges,1,26,23-ISA
678,as,1,26,23-ISA
679,at,1,26,23-ISA
680,the,1,26,23-ISA
681,"first,",1,26,23-ISA
682,and,1,26,23-ISA
683,your,1,26,23-ISA
684,counselors,1,26,23-ISA
685,as,1,26,23-ISA
686,at,1,26,23-ISA
687,the,1,26,23-ISA
688,beginning;,1,26,23-ISA
689,\q1,1,26,23-ISA
690,after,1,26,23-ISA
691,that,1,26,23-ISA
692,you,1,26,23-ISA
693,will,1,26,23-ISA
694,be,1,26,23-ISA
695,called,1,26,23-ISA
696,the,1,26,23-ISA
697,city,1,26,23-ISA
698,of,1,26,23-ISA
699,"righteousness,",1,26,23-ISA
700,a,1,26,23-ISA
701,faithful,1,26,23-ISA
702,town.”,1,26,23-ISA
703,\q1,1,26,23-ISA
704,Zion,1,27,23-ISA
705,will,1,27,23-ISA
706,be,1,27,23-ISA
707,redeemed,1,27,23-ISA
708,by,1,27,23-ISA
709,"justice,",1,27,23-ISA
710,and,1,27,23-ISA
711,her,1,27,23-ISA
712,repentant,1,27,23-ISA
713,ones,1,27,23-ISA
714,by,1,27,23-ISA
715,righteousness.,1,27,23-ISA
716,\q1,1,27,23-ISA
717,Rebels,1,28,23-ISA
718,and,1,28,23-ISA
719,sinners,1,28,23-ISA
720,will,1,28,23-ISA
721,be,1,28,23-ISA
722,crushed,1,28,23-ISA
723,"together,",1,28,23-ISA
724,and,1,28,23-ISA
725,those,1,28,23-ISA
726,who,1,28,23-ISA
727,abandon,1,28,23-ISA
728,Yahweh,1,28,23-ISA
729,will,1,28,23-ISA
730,be,1,28,23-ISA
731,done,1,28,23-ISA
732,away,1,28,23-ISA
733,with.,1,28,23-ISA
734,\q1,1,28,23-ISA
735,“For,1,29,23-ISA
736,you,1,29,23-ISA
737,will,1,29,23-ISA
738,be,1,29,23-ISA
739,ashamed,1,29,23-ISA
740,of,1,29,23-ISA
741,the,1,29,23-ISA
742,sacred,1,29,23-ISA
743,oak,1,29,23-ISA
744,trees,1,29,23-ISA
745,that,1,29,23-ISA
746,you,1,29,23-ISA
747,"desired,",1,29,23-ISA
748,\q1,1,29,23-ISA
749,and,1,29,23-ISA
750,you,1,29,23-ISA
751,will,1,29,23-ISA
752,be,1,29,23-ISA
753,embarrassed,1,29,23-ISA
754,by,1,29,23-ISA
755,the,1,29,23-ISA
756,gardens,1,29,23-ISA
757,that,1,29,23-ISA
758,you,1,29,23-ISA
759,have,1,29,23-ISA
760,chosen.,1,29,23-ISA
761,\q1,1,29,23-ISA
762,For,1,30,23-ISA
763,you,1,30,23-ISA
764,will,1,30,23-ISA
765,be,1,30,23-ISA
766,like,1,30,23-ISA
767,an,1,30,23-ISA
768,oak,1,30,23-ISA
769,whose,1,30,23-ISA
770,leaf,1,30,23-ISA
771,"fades,",1,30,23-ISA
772,\q1,1,30,23-ISA
773,and,1,30,23-ISA
774,like,1,30,23-ISA
775,a,1,30,23-ISA
776,garden,1,30,23-ISA
777,that,1,30,23-ISA
778,has,1,30,23-ISA
779,no,1,30,23-ISA
780,water.,1,30,23-ISA
781,\q1,1,30,23-ISA
782,The,1,31,23-ISA
783,strong,1,31,23-ISA
784,man,1,31,23-ISA
785,will,1,31,23-ISA
786,be,1,31,23-ISA
787,like,1,31,23-ISA
788,"tinder,",1,31,23-ISA
789,and,1,31,23-ISA
790,his,1,31,23-ISA
791,work,1,31,23-ISA
792,like,1,31,23-ISA
793,a,1,31,23-ISA
794,spark;,1,31,23-ISA
795,\q1,1,31,23-ISA
796,they,1,31,23-ISA
797,will,1,31,23-ISA
798,both,1,31,23-ISA
799,burn,1,31,23-ISA
800,"together,",1,31,23-ISA
801,and,1,31,23-ISA
802,no,1,31,23-ISA
803,one,1,31,23-ISA
804,will,1,31,23-ISA
805,quench,1,31,23-ISA
806,them.”,1,31,23-ISA
807,\s5,1,31,23-ISA
808,The,2,1,23-ISA
809,things,2,1,23-ISA
810,that,2,1,23-ISA
811,Isaiah,2,1,23-ISA
812,son,2,1,23-ISA
813,of,2,1,23-ISA
814,Amoz,2,1,23-ISA
815,perceived,2,1,23-ISA
816,in,2,1,23-ISA
817,a,2,1,23-ISA
818,"vision,",2,1,23-ISA
819,concerning,2,1,23-ISA
820,Judah,2,1,23-ISA
821,and,2,1,23-ISA
822,Jerusalem.,2,1,23-ISA
823,\q1,2,1,23-ISA
824,It,2,2,23-ISA
825,will,2,2,23-ISA
826,be,2,2,23-ISA
827,in,2,2,23-ISA
828,the,2,2,23-ISA
829,last,2,2,23-ISA
830,days,2,2,23-ISA
831,\q1,2,2,23-ISA
832,that,2,2,23-ISA
833,the,2,2,23-ISA
834,mountain,2,2,23-ISA
835,of,2,2,23-ISA
836,Yahweh’s,2,2,23-ISA
837,house,2,2,23-ISA
838,\q1,2,2,23-ISA
839,will,2,2,23-ISA
840,be,2,2,23-ISA
841,established,2,2,23-ISA
842,as,2,2,23-ISA
843,the,2,2,23-ISA
844,highest,2,2,23-ISA
845,of,2,2,23-ISA
846,the,2,2,23-ISA
847,"mountains,",2,2,23-ISA
