,token,chapter,verse,book
0,In,1,1,26-EZK
1,the,1,1,26-EZK
2,thirtieth,1,1,26-EZK
3,"year,",1,1,26-EZK
4,the,1,1,26-EZK
5,fourth,1,1,26-EZK
6,"month,",1,1,26-EZK
7,and,1,1,26-EZK
8,the,1,1,26-EZK
9,fifth,1,1,26-EZK
10,day,1,1,26-EZK
11,of,1,1,26-EZK
12,the,1,1,26-EZK
13,"month,",1,1,26-EZK
14,it,1,1,26-EZK
15,came,1,1,26-EZK
16,about,1,1,26-EZK
17,that,1,1,26-EZK
18,I,1,1,26-EZK
19,was,1,1,26-EZK
20,living,1,1,26-EZK
21,among,1,1,26-EZK
22,the,1,1,26-EZK
23,captives,1,1,26-EZK
24,by,1,1,26-EZK
25,the,1,1,26-EZK
26,Kebar,1,1,26-EZK
27,Canal.,1,1,26-EZK
28,The,1,1,26-EZK
29,heavens,1,1,26-EZK
30,"opened,",1,1,26-EZK
31,and,1,1,26-EZK
32,I,1,1,26-EZK
33,saw,1,1,26-EZK
34,visions,1,1,26-EZK
35,of,1,1,26-EZK
36,God.,1,1,26-EZK
37,On,1,2,26-EZK
38,the,1,2,26-EZK
39,fifth,1,2,26-EZK
40,day,1,2,26-EZK
41,of,1,2,26-EZK
42,that,1,2,26-EZK
43,month—it,1,2,26-EZK
44,was,1,2,26-EZK
45,the,1,2,26-EZK
46,fifth,1,2,26-EZK
47,year,1,2,26-EZK
48,of,1,2,26-EZK
49,the,1,2,26-EZK
50,exile,1,2,26-EZK
51,of,1,2,26-EZK
52,King,1,2,26-EZK
53,Jehoiachin—,1,2,26-EZK
54,the,1,3,26-EZK
55,word,1,3,26-EZK
56,of,1,3,26-EZK
57,Yahweh,1,3,26-EZK
58,came,1,3,26-EZK
59,to,1,3,26-EZK
60,Ezekiel,1,3,26-EZK
61,son,1,3,26-EZK
62,of,1,3,26-EZK
63,Buzi,1,3,26-EZK
64,the,1,3,26-EZK
65,"priest,",1,3,26-EZK
66,in,1,3,26-EZK
67,the,1,3,26-EZK
68,land,1,3,26-EZK
69,of,1,3,26-EZK
70,the,1,3,26-EZK
71,Chaldeans,1,3,26-EZK
72,by,1,3,26-EZK
73,the,1,3,26-EZK
74,Kebar,1,3,26-EZK
75,"Canal,",1,3,26-EZK
76,and,1,3,26-EZK
77,the,1,3,26-EZK
78,hand,1,3,26-EZK
79,of,1,3,26-EZK
80,Yahweh,1,3,26-EZK
81,was,1,3,26-EZK
82,upon,1,3,26-EZK
83,him,1,3,26-EZK
84,there.,1,3,26-EZK
85,\p,1,3,26-EZK
86,Then,1,4,26-EZK
87,I,1,4,26-EZK
88,"looked,",1,4,26-EZK
89,and,1,4,26-EZK
90,there,1,4,26-EZK
91,was,1,4,26-EZK
92,a,1,4,26-EZK
93,windstorm,1,4,26-EZK
94,coming,1,4,26-EZK
95,from,1,4,26-EZK
96,the,1,4,26-EZK
97,north;,1,4,26-EZK
98,a,1,4,26-EZK
99,great,1,4,26-EZK
100,cloud,1,4,26-EZK
101,with,1,4,26-EZK
102,fire,1,4,26-EZK
103,flashing,1,4,26-EZK
104,within,1,4,26-EZK
105,it,1,4,26-EZK
106,and,1,4,26-EZK
107,brightness,1,4,26-EZK
108,surrounding,1,4,26-EZK
109,it,1,4,26-EZK
