,token,chapter,verse,book
69,Yahweh’s,1,2,37-HAG
70,house.’”,1,2,37-HAG
71,Then,1,3,37-HAG
72,the,1,3,37-HAG
73,word,1,3,37-HAG
74,of,1,3,37-HAG
75,Yahweh,1,3,37-HAG
76,came,1,3,37-HAG
77,by,1,3,37-HAG
78,the,1,3,37-HAG
79,hand,1,3,37-HAG
80,of,1,3,37-HAG
81,Haggai,1,3,37-HAG
82,the,1,3,37-HAG
83,"prophet,",1,3,37-HAG
84,"saying,",1,3,37-HAG
85,“Is,1,4,37-HAG
86,it,1,4,37-HAG
87,a,1,4,37-HAG
88,time,1,4,37-HAG
89,for,1,4,37-HAG
90,you,1,4,37-HAG
91,yourselves,1,4,37-HAG
92,to,1,4,37-HAG
93,live,1,4,37-HAG
94,in,1,4,37-HAG
95,your,1,4,37-HAG
96,finished,1,4,37-HAG
97,"houses,",1,4,37-HAG
98,while,1,4,37-HAG
99,this,1,4,37-HAG
100,house,1,4,37-HAG
101,lies,1,4,37-HAG
102,ruined?,1,4,37-HAG
103,So,1,5,37-HAG
104,now,1,5,37-HAG
105,Yahweh,1,5,37-HAG
106,of,1,5,37-HAG
107,hosts,1,5,37-HAG
108,says,1,5,37-HAG
109,this:,1,5,37-HAG
110,Consider,1,5,37-HAG
111,your,1,5,37-HAG
112,ways!,1,5,37-HAG
113,You,1,6,37-HAG
114,have,1,6,37-HAG
115,sown,1,6,37-HAG
116,much,1,6,37-HAG
117,"seed,",1,6,37-HAG
118,but,1,6,37-HAG
119,bring,1,6,37-HAG
120,in,1,6,37-HAG
121,little,1,6,37-HAG
122,harvest;,1,6,37-HAG
123,you,1,6,37-HAG
124,eat,1,6,37-HAG
125,but,1,6,37-HAG
126,do,1,6,37-HAG
127,not,1,6,37-HAG
128,have,1,6,37-HAG
129,enough;,1,6,37-HAG
130,you,1,6,37-HAG
131,drink,1,6,37-HAG
132,but,1,6,37-HAG
133,cannot,1,6,37-HAG
134,get,1,6,37-HAG
135,drunk.,1,6,37-HAG
136,You,1,6,37-HAG
137,wear,1,6,37-HAG
138,clothes,1,6,37-HAG
