,token,chapter,verse,book
0,This,1,1,28-HOS
1,is,1,1,28-HOS
2,the,1,1,28-HOS
3,word,1,1,28-HOS
4,of,1,1,28-HOS
5,Yahweh,1,1,28-HOS
6,that,1,1,28-HOS
7,came,1,1,28-HOS
8,to,1,1,28-HOS
9,Hosea,1,1,28-HOS
10,son,1,1,28-HOS
11,of,1,1,28-HOS
12,Beeri,1,1,28-HOS
13,in,1,1,28-HOS
14,the,1,1,28-HOS
15,days,1,1,28-HOS
16,of,1,1,28-HOS
17,"Uzziah,",1,1,28-HOS
18,"Jotham,",1,1,28-HOS
19,Ahaz,1,1,28-HOS
20,and,1,1,28-HOS
21,"Hezekiah,",1,1,28-HOS
22,kings,1,1,28-HOS
23,of,1,1,28-HOS
24,"Judah,",1,1,28-HOS
25,and,1,1,28-HOS
26,in,1,1,28-HOS
27,the,1,1,28-HOS
28,days,1,1,28-HOS
29,of,1,1,28-HOS
30,Jeroboam,1,1,28-HOS
31,son,1,1,28-HOS
32,of,1,1,28-HOS
33,"Joash,",1,1,28-HOS
34,king,1,1,28-HOS
35,of,1,1,28-HOS
36,Israel.,1,1,28-HOS
37,When,1,2,28-HOS
38,Yahweh,1,2,28-HOS
39,spoke,1,2,28-HOS
40,at,1,2,28-HOS
41,first,1,2,28-HOS
42,through,1,2,28-HOS
43,"Hosea,",1,2,28-HOS
44,he,1,2,28-HOS
45,said,1,2,28-HOS
46,to,1,2,28-HOS
47,"him,",1,2,28-HOS
48,"“Go,",1,2,28-HOS
49,take,1,2,28-HOS
50,for,1,2,28-HOS
51,yourself,1,2,28-HOS
52,a,1,2,28-HOS
53,wife,1,2,28-HOS
54,who,1,2,28-HOS
55,is,1,2,28-HOS
56,a,1,2,28-HOS
57,prostitute.,1,2,28-HOS
58,She,1,2,28-HOS
59,will,1,2,28-HOS
60,have,1,2,28-HOS
61,children,1,2,28-HOS
62,who,1,2,28-HOS
63,are,1,2,28-HOS
64,the,1,2,28-HOS
65,result,1,2,28-HOS
66,of,1,2,28-HOS
67,her,1,2,28-HOS
68,prostitution.,1,2,28-HOS
69,For,1,2,28-HOS
70,the,1,2,28-HOS
71,land,1,2,28-HOS
72,is,1,2,28-HOS
73,committing,1,2,28-HOS
74,great,1,2,28-HOS
75,prostitution,1,2,28-HOS
76,by,1,2,28-HOS
77,forsaking,1,2,28-HOS
78,Yahweh.”,1,2,28-HOS
79,So,1,3,28-HOS
80,Hosea,1,3,28-HOS
81,went,1,3,28-HOS
82,and,1,3,28-HOS
83,married,1,3,28-HOS
84,Gomer,1,3,28-HOS
85,daughter,1,3,28-HOS
86,of,1,3,28-HOS
87,"Diblaim,",1,3,28-HOS
88,and,1,3,28-HOS
89,she,1,3,28-HOS
90,conceived,1,3,28-HOS
91,and,1,3,28-HOS
92,bore,1,3,28-HOS
93,him,1,3,28-HOS
94,a,1,3,28-HOS
95,son.,1,3,28-HOS
96,Yahweh,1,4,28-HOS
97,said,1,4,28-HOS
98,to,1,4,28-HOS
99,"Hosea,",1,4,28-HOS
100,“Call,1,4,28-HOS
101,his,1,4,28-HOS
102,name,1,4,28-HOS
103,Jezreel.,1,4,28-HOS
104,For,1,4,28-HOS
105,in,1,4,28-HOS
106,a,1,4,28-HOS
107,little,1,4,28-HOS
108,while,1,4,28-HOS
109,I,1,4,28-HOS
110,will,1,4,28-HOS
111,punish,1,4,28-HOS
112,the,1,4,28-HOS
113,house,1,4,28-HOS
114,of,1,4,28-HOS
115,Jehu,1,4,28-HOS
116,for,1,4,28-HOS
117,the,1,4,28-HOS
118,bloodshed,1,4,28-HOS
119,at,1,4,28-HOS
120,"Jezreel,",1,4,28-HOS
121,and,1,4,28-HOS
122,I,1,4,28-HOS
123,will,1,4,28-HOS
124,put,1,4,28-HOS
125,an,1,4,28-HOS
126,end,1,4,28-HOS
127,to,1,4,28-HOS
128,the,1,4,28-HOS
129,kingdom,1,4,28-HOS
130,of,1,4,28-HOS
131,the,1,4,28-HOS
132,house,1,4,28-HOS
133,of,1,4,28-HOS
134,Israel.,1,4,28-HOS
135,It,1,5,28-HOS
136,will,1,5,28-HOS
137,happen,1,5,28-HOS
138,on,1,5,28-HOS
139,the,1,5,28-HOS
140,day,1,5,28-HOS
141,that,1,5,28-HOS
142,I,1,5,28-HOS
143,break,1,5,28-HOS
144,the,1,5,28-HOS
145,bow,1,5,28-HOS
146,of,1,5,28-HOS
147,Israel,1,5,28-HOS
148,in,1,5,28-HOS
149,the,1,5,28-HOS
150,Valley,1,5,28-HOS
151,of,1,5,28-HOS
152,Jezreel.”,1,5,28-HOS
153,Gomer,1,6,28-HOS
154,conceived,1,6,28-HOS
155,again,1,6,28-HOS
156,and,1,6,28-HOS
