,token,chapter,verse,book
0,The,1,1,35-HAB
1,message,1,1,35-HAB
2,that,1,1,35-HAB
3,Habakkuk,1,1,35-HAB
4,the,1,1,35-HAB
5,prophet,1,1,35-HAB
6,"received,",1,1,35-HAB
7,"“Yahweh,",1,2,35-HAB
8,how,1,2,35-HAB
9,long,1,2,35-HAB
10,will,1,2,35-HAB
11,I,1,2,35-HAB
12,cry,1,2,35-HAB
13,for,1,2,35-HAB
14,"help,",1,2,35-HAB
15,and,1,2,35-HAB
16,you,1,2,35-HAB
17,will,1,2,35-HAB
18,not,1,2,35-HAB
19,hear?,1,2,35-HAB
20,I,1,2,35-HAB
21,cry,1,2,35-HAB
22,out,1,2,35-HAB
23,to,1,2,35-HAB
24,"you,",1,2,35-HAB
25,‘Violence!’,1,2,35-HAB
26,but,1,2,35-HAB
27,you,1,2,35-HAB
28,will,1,2,35-HAB
29,not,1,2,35-HAB
30,save.,1,2,35-HAB
31,Why,1,3,35-HAB
32,do,1,3,35-HAB
33,you,1,3,35-HAB
34,make,1,3,35-HAB
35,me,1,3,35-HAB
36,see,1,3,35-HAB
37,iniquity,1,3,35-HAB
38,and,1,3,35-HAB
39,look,1,3,35-HAB
40,upon,1,3,35-HAB
41,wrongdoing?,1,3,35-HAB
42,Destruction,1,3,35-HAB
43,and,1,3,35-HAB
44,violence,1,3,35-HAB
45,are,1,3,35-HAB
46,before,1,3,35-HAB
47,me;,1,3,35-HAB
48,there,1,3,35-HAB
49,is,1,3,35-HAB
50,"strife,",1,3,35-HAB
51,and,1,3,35-HAB
52,contention,1,3,35-HAB
53,rises,1,3,35-HAB
54,up.,1,3,35-HAB
55,Therefore,1,4,35-HAB
56,the,1,4,35-HAB
57,law,1,4,35-HAB
58,is,1,4,35-HAB
59,"weakened,",1,4,35-HAB
60,and,1,4,35-HAB
61,justice,1,4,35-HAB
62,does,1,4,35-HAB
63,not,1,4,35-HAB
64,last,1,4,35-HAB
65,for,1,4,35-HAB
66,any,1,4,35-HAB
67,time.,1,4,35-HAB
68,For,1,4,35-HAB
69,the,1,4,35-HAB
70,wicked,1,4,35-HAB
71,surround,1,4,35-HAB
72,the,1,4,35-HAB
73,righteous;,1,4,35-HAB
74,therefore,1,4,35-HAB
75,false,1,4,35-HAB
76,justice,1,4,35-HAB
77,goes,1,4,35-HAB
78,out.”,1,4,35-HAB
79,\m,1,4,35-HAB
80,\sp,1,4,35-HAB
81,Yahweh,1,4,35-HAB
